author,title,text,tags,isbn,isbn13
Miriam Elia And Ezra Elia,Diary Of Edward The Hamster 1990-1990,"In succinct diary entries set against stark white on black drawings, Edward, a depressive, philosophical hamster who makes Schopenhauer seem cheerful, rails against the emptiness of a life limited to his exercise wheel, seeds and water, and questions the very meaning of existence. ""IS THERE NOTHING ELSE?!"" he asks in despair. Even his diary fails to comfort him. ""Why write?"" he laments. ""Life is a cage of empty words."" Love provides some solace, but it's all too fleeting. This penetrating, endearing little book cracks open the cage of existential woe with humor and charm.","[funny-stuff, rather-short, the-dark-side]",0399165975,9780399165979
J.M. Ledgard,Submergence: A Novel,"James More, a British secret agent, has been captured by a Somali desert affiliate of al-Qaida. He is sustained in his captivity by the memory of a brief affair in a hotel on the cold coast of Atlantic-facing France with a scientist named Danielle, who studies currents and life on the ocean floor. We get to study these lovers, both apart and together, and the result is luminescent with joy and hope, and muddied by grief. It's a lyrical thriller about revolt, love, deserts, oceans, lust and terror.","[realistic-fiction, mysteries-and-thrillers, the-dark-side, love-stories, tales-from-around-the-world]",1566893194,9781566893190
Anne Gracie,The Autumn Bride,"After rescuing her abducted sister and two others from a brothel, Abigail Chantry loses her position as a governess. The four women must figure out how to survive with limited skills and no connections. When they discover their elderly neighbor, Lady Bea, is basically a prisoner to her servants, they take over her care and the household. Their actions seem suspicious to Max, Lady Bea's nephew &mdash; so Max and Abigail, who are clearly meant for each other, must overcome mistrust and other obstacles to find happiness. Anne Gracie shines in this historical romance filled with clever plotting and rich, layered characters &mdash; especially luminescent Abigail.","[love-stories, family-matters, for-history-lovers]",0425259250,9780425259252
Ben H. Winters,Countdown City: The Last Policeman Book II,"So what would you do if you knew that Earth was going to be destroyed by an asteroid in less than three months? Would you go through your bucket list and do everything you've always wanted to do? Would you kill yourself so you won't have to go through the apocalypse? Or would you, like rookie detective Hank Palace, formerly of the Concord, N.H., Police Department, go on going on, which means, in Hank's case, agreeing to try to find an old friend's missing husband, as well as dealing with the residue of family and relationship issues first introduced in the series opener, <em>The Last Policeman.</em> I always appreciate novels that have new and interesting approaches to traditional genres, and Ben H. Winters' two novels featuring Hank Palace fill the bill.",[mysteries-and-thrillers],1594746265,9781594746260
Lauren Dane,Going Under,"After a global tragedy reveals the existence of paranormal beings, these ""Others"" must defend themselves against a rising tide of hostility and violence. PR whiz and outed witch Molly Ryan takes on the role of national spokeswoman for the Others, becoming a prime target. Gage Garrity is in charge of Molly's security, and the two grow intimate as danger escalates. Lauren Dane creates a tense, conflicted world with eerie historical parallels, and I was as mesmerized by humans acting monstrous as by so-called monsters demonstrating humanity. A smart, provocative plot.","[love-stories, science-fiction-and-fantasy, lets-talk-about-sex]",0425262103,9780425262108
Marisa Silver,Mary Coin,"Marisa Silver's <em>Mary Coin</em> pulls you into the story behind &mdash; and beyond &mdash; photographer Dorothea Lange and the subject of her iconic, Depression-era photo <em>Migrant Mother.</em> As expertly cropped and framed as a fine photographic print, this compassionate historical novel is about steely fortitude, ferocious maternal devotion and guilt, and what it means to really focus and see deeply. It's a beautiful read, as haunting as the portrait that inspired it, and would make an especially wonderful gift coupled with a book of Lange's photographs.","[realistic-fiction, for-history-lovers, family-matters, historical-fiction]",0399160701,9780399160707
Raghavan Iyer,"Indian Cooking Unfolded: A Master Class In Indian Cooking, With 100 Easy Recipes Using 10 Ingredients Or Less","The moment this book arrived, I knew it was the real thing: the long-awaited, carefully assembled, comprehensive guide to cooking Indian food on a weeknight. Raghavan Iyer is a terrific teacher &mdash; clear instructions, helpful photographs &mdash; and his recipes evoke much more complicated dishes with a handful of ingredients and some canny techniques.",[cookbooks-and-food],0761165215,9780761165217
Nathan Rabin,"You Don't Know Me But You Don't Like Me: Phish, Insane Clown Posse, And My Misadventures With Two Of Music's Most Maligned Tribes","Nathan Rabin, head writer for <em>The A.V. Club,</em> spent a few years immersing himself in the subcultures centered on two of the most different bands in existence: Phish and Insane Clown Posse.  It's easy to write both bands off, as either subliterate violence or noodly hippie nonsense.  But if you've got preconceptions about either act &mdash; and Rabin admits, going in, that he does &mdash; prepare to let go and let the delightfully described weirdness wash over you.  I cracked open this book thinking I'd rather pry out my teeth with a spoon than listen to Phish, and now … now I kind of want to go see them play.","[biography-and-memoir, npr-staff-picks, funny-stuff, for-art-lovers]",1451626886,9781451626889
Lynn Cullen,Mrs. Poe,"Nevermore shall you wonder what it might have been like to fall deeply in love with Edgar Allan Poe. In 1845 Manhattan, the author was the 19th century version of a rock star, and the poetess who narrates this novel witnesses the smashing success of <em>The Raven</em> even as Poe's consumptive child-bride languishes. Famous personages, from Walt Whitman to Margaret Fuller to Mathew Brady, make cameos at New York's literary soirees, its ""kissing bridges,"" Niblo's Garden and healthful East River swimming parties. Romance blooms in a city where green meadows are turning overnight into row houses. Lynn Cullen's <em>Mrs. Poe</em> nails the period.","[realistic-fiction, for-history-lovers, love-stories, the-dark-side, book-club-ideas, historical-fiction]",1476702918,9781476702919
Howard Norman,I Hate To Leave This Beautiful Place,"There are memoirs that suffuse you in the events of the author's life. And then there is the rare memoir that simply soaks you in the soul of the author himself. <em>I Hate To Leave This Beautiful Place</em> is the latter. Howard Norman's memoir is organized around five events that changed him &mdash; some are public, like the death of John Lennon, but most are intensely personal, culminating in a horrifying murder/suicide that occurred in his home and his recovery from the event. I read the book almost the way I would read poetry &mdash; reading line by line, making connections, thinking about how the language laid the life bare. To spend an hour or two inside Norman's head is not only pleasurable; it feels like you've been sent a gift &mdash; go, make your connections, be human, love.","[biography-and-memoir, the-dark-side, seriously-great-writing, npr-staff-picks]",0547385420,9780547385426
Mary Beth Keane,Fever,"Early in the 20th century, Typhoid Mary was an iconic figure. In this fictive treatment Mary Mallon, a cook, becomes suspect when families she has worked for begin to die of a mysterious ailment. Blamed for the epidemic, Mary is imprisoned in an isolated bungalow on an island in Manhattan's East River. Well-researched as it is, Mary Beth Keane's <em>Fever</em> builds a story of Mallon and her inner life that goes well beyond the facts. In this novel we come to care deeply about Mallon, a woman who's not especially beautiful or gentle, but brave and headstrong and doomed.","[realistic-fiction, for-history-lovers, eye-opening-reads, historical-fiction]",1451693419,9781451693416
Ramez Naam,Nexus,"This exciting debut novel from futurist Ramez Naam is about a group of graduate students who create an incredible new technology called Nexus that allows people to run software in their brains &mdash; and even link their minds together like computers in a network. But in Naam's mildly dystopian future, the US government is trying to shut down any human-enhancement tech that could prove dangerous. Our heroes are in a cat-and-mouse game with government agents, fleeing to Thailand, where they discover that a secret group of Buddhist monks and scientists has plans for Nexus that could usher in a new era of empathy and peace – or generate brainwashed soldiers who do nothing but obey. This is a fascinating look at an all-too-plausible future.","[science-fiction-and-fantasy, mysteries-and-thrillers, its-all-geek-to-me, rather-long]",0857662937,9780857662934
David Tanis,One Good Dish,"Former Chez Panisse chef and columnist David Tanis has a gift for sure-footed, pleasurable kitchen moments. <em>One Good Dish</em> is an idiosyncratic volume, with oddball chapters like ""A Dab of This and That"" (condiments), ""Strike While the Iron Is Hot"" (seared food) and ""Eating With a Spoon"" (food in bowls). Yet Tanis' excitement at a snack of mackerel rillettes on toast or wok-seared strips of lamb is so genuine and so palpable, it's impossible not to tumble headfirst into sheer gluttony with this beautifully shot, giftable collection.",[cookbooks-and-food],1579654673,9781579654672
Tom Nissley,A Reader's Book Of Days: True Tales From The Lives And Works Of Writers For Every Day Of The Year,"<em>Jeopardy!</em> champ Tom Nissley has created the world's least useful, most wonderful reference book, a masterpiece with a wry sensibility. He seems to have read every interesting book ever published &mdash; did he have an army of elves to assist him? Does he <em>sleep?</em> Somehow, he's gathered a half-dozen literary tidbits tied to every day of the year &mdash; scenes and plot fragments from innumerable novels, biting or admiring passages from long-forgotten reviews, significant dates from biographies. Whether you browse at random or read a page a day, this book will delight &mdash; and seriously up your literary nerd cred.","[npr-staff-picks, for-history-lovers, science-and-society, rather-long]",0393239624,9780393239621
Anne Somerset,Queen Anne: The Politics Of Passion,"When it comes to British royal history, most Americans' memories extend from Lady Diana to young Prince George, and not too much before that. But it would be a shame if U.S. readers missed out on Anne Somerset's wonderful new biography of Anne, the first Queen of Great Britain, whose five-year reign coincided with some of the nation's nastiest religious and political fights. Even if you don't know much about 18th century Europe &mdash; and let's face it, not many of us do &mdash; you'll find yourself absorbed by Somerset's lucid, sharp prose and her balanced portrait of one of Great Britain's most misunderstood monarchs.","[biography-and-memoir, for-history-lovers, eye-opening-reads, rather-long]",0307962881,9780307962881
Maureen Johnson,The Madness Underneath,"Not many books are simultaneously hilarious and terrifying, but Maureen Johnson pulled off the trick in her previous book, <em>The Name of the Star.</em> In this latest installment, transplanted Louisiana teen Rory is trying to navigate a posh British boarding school. Luckily, Rory has a story for everything, makes friends easily and learns the word ""snog"" in record time. Unluckily, she chokes on a piece of meat, nearly dies, and discovers that she can see ghosts. After the explosive events of the first novel, neither Rory nor her friends can go back to their old lives. Johnson deepens her ghostly mythos, the story moves in unexpected but believable directions, and the ending walloped me in the teeth.","[young-adult, science-fiction-and-fantasy, the-dark-side]",039925661X,9780399256615
A. Scott Berg,Wilson,"It might sound counterintuitive, but there's at least one way that politics is like art: There are never, ever, any easy answers, no matter how much we wish there were. President Woodrow Wilson was a contradiction of a human being, and historians still fight over his legacy, which has always been somewhat confusing &mdash; was he a pacifist or a warmonger, a racist or an early civil rights pioneer? A. Scott Berg, to his immense credit, avoids any simplistic conclusions in his thoughtful, absorbing biography of America's 28th president. <em>Wilson</em> is a doorstop of a book, but it's also one of the most fast-paced, readable political biographies of recent times &mdash; and it's essential reading for anyone interested in 20th century American history.","[biography-and-memoir, for-history-lovers, rather-long]",0399159215,9780399159213
Cris Beam,To The End Of June,"Over five years, Cris Beam follows 22 foster children as they search for the holy grail: adoption into a stable, loving home. But as the kids and the foster parents can attest, it takes more than good intentions to make a family. A loving couple officially adopt their foster daughter only for her to run away, scared off when she realizes even adoption can't heal the wounds of a 21-home childhood. Beam, a foster parent herself, delivers an engaging, narrative-driven investigation that centers on one of the system's most divisive questions: Does separating children from their birth parents do more harm than good?","[npr-staff-picks, the-dark-side, eye-opening-reads, science-and-society, family-matters, book-club-ideas]",0151014124,9780151014125
Cathy Marie Buchanan,The Painted Girls,"Belle epoque Paris springs to life under the sure hand of Cathy Marie Buchanan, who delivers a world in <em>The Painted Girls</em> that is earthy, delicate and seductive. Edgar Degas is a central figure during the creation of his signature sculpture, <em>Little Dancer, Aged Fourteen.</em> Two real-life characters, aspiring adolescent ballerina Marie van Goethem and her older sister, Antoinette, narrate the story in alternating chapters, offering contrasting perspectives on a life of struggles and hard-won pleasures.","[realistic-fiction, for-history-lovers, for-art-lovers, family-matters, tales-from-around-the-world, book-club-ideas, historical-fiction]",1594486247,9781594486241
Robert Galbraith,The Cuckoo's Calling,"A thoroughly satisfying crime novel &mdash; even if you didn't know it was really written by J.K. Rowling. Set in London, with a private investigator appealing enough that you'll long for his next assignment, <em>The Cuckoo's Calling</em> is tightly plotted and faithful to the genre in all the right places. More than this, it's an original tale with robust characterization and witty, yet forceful criticism of our obsession with celebrity and of the destructive power of the press. The best part is that you won't be able to guess, until nearly the very end, whodunit.","[realistic-fiction, mysteries-and-thrillers, rather-long, the-dark-side, book-club-ideas]",0316206849,9780316206846
Charles Stross,Neptune's Brood: A Space Opera,"The prolific science-fiction writer Charles Stross is so famous for his speculative economic tales that even Nobel laureate Paul Krugman is a fan. And this book is probably his greatest work of economic science fiction yet, a whimsical retelling of <em>Debt: The First 5000 Years</em> by David Graeber. It's the tale of a sexbot in a future where humans have gone extinct multiple times, and a financial instrument that could destroy the solar system. Funny and smart, this is the perfect mind-bender for people who are addicted to the Economist.","[science-fiction-and-fantasy, its-all-geek-to-me, funny-stuff]",0425256774,9780425256770
Jessica Francis Kane,This Close: Stories,"Jessica Francis Kane's second collection is filled with uncertain women adrift in an increasingly complicated world. Kane explores the anxieties and preoccupations of her characters with such empathy that you worry about them as you might about a troubled friend. She offers intimate insights into characters like spiky, exhausted, forlorn Mary Anne Leary, who appears in four stories, before and after the death of her son, and Elizabeth, who takes to her bed with depression. We know these people. We recognize their all-too-human flaws. They are our family, our friends and neighbors. They are us, at our most vulnerable.","[poetry, realistic-fiction, family-matters, rather-short, seriously-great-writing]",1555976360,9781555976361
Louise Penny,How The Light Gets In: A Chief Inspector Gamache Novel,"This is a mystery worth disconnecting all electronic devices and staying home for.  <em>How the Light Gets In</em> is the ninth novel in Louise Penny's extraordinary series featuring Chief Inspector Armand Gamache and his troubled sidekick, Inspector Jean-Guy Beauvoir, of the Surete du Quebec. Penny has been working throughout her series to tap into the spiritual dimensions of the genre, consequently, this novel is one part foul play; two parts morality play. Gamache and his skeleton crew of loyal police allies must root out an epic conspiracy and the battle between good and evil that ensues rivals the faceoff between the heavenly army and Lucifer's fallen angels in <em>Paradise Lost.</em>",[mysteries-and-thrillers],0312655479,9780312655471
Amy Thielen,The New Midwestern Table: 200 Heartland Recipes,"If you've grown up with certain ideas &mdash; maybe certain bland, beige ideas &mdash; about Midwestern food, think again. Food Network host Amy Thielen's big, generous book shares the stories of the modern-day hunters, foragers and farmers who have brought the heartland's foodways back to life. She has a free hand with the salt pork, bacon and butter, but we can argue about that after you've tried the fancy meatloaf with the mushrooms and the pistachios. (Thielen and I went to cooking school together a long time ago, but I can wholeheartedly recommend this book without regard to that acquaintance.)",[cookbooks-and-food],0307954870,9780307954879
Marcus Sakey,Brilliance,"What if the X-men were real?  They'd probably have powers a lot like Marcus Sakey's ""brilliants"" &mdash; endowed not with disbelief-straining flight or laser eyes but with accelerated human talents like pattern recognition, programming and strategy.  And they'd have a much more destructive influence than guys like Magneto ever dreamed of. Brilliants wreck the stock market, for example, before the book even starts. The government, of course, is hunting down brilliants, desperate to keep them out of sight &mdash; but our hero, Agent Nick Cooper, is hiding some explosive secrets of his own. <em>Brilliance</em> is a tightly plotted thriller with classic questions beating in its geeky heart.","[young-adult, science-fiction-and-fantasy, its-all-geek-to-me, mysteries-and-thrillers, npr-staff-picks, rather-long]",1611099692,9781611099690
David Rosenfelt,"Dogtripping: 25 Rescues, 11 Volunteers, And 3 RVs On Our Canine Cross-Country Adventure","David Rosenfelt is the author of the funny and suspenseful Andy Carpenter thrillers, and he's just as funny in this nonfiction account of his move from California to Maine with his 25 rescue dogs. Any book that makes it sound fun to drive in a Winnebago for days with 11 volunteers and 25 dogs has to be good.","[npr-staff-picks, biography-and-memoir, funny-stuff]",1250014697,9781250014696
Tom Gauld,You're All Just Jealous Of My Jetpack: Cartoons,"The titular phrase of Tom Gauld's precise and wryly hilarious collection of cartoons (culled from his weekly gig at Britain's <em>Guardian</em> newspaper) is delivered midblastoff by an astronaut named ""Science Fiction,"" as he leaves a disapproving crowd of black-clad, tut-tutting shoe-gazers collectively dubbed ""Literary Fiction"" in his spectacular cloud of exhaust. Gauld's both a literature nerd and a science-fiction nerd whose deadpan mashups &mdash; Dickens and a megalosaur; the Brontes and Super Mario (""Level 02: The Moor"") &mdash; belong on the same shelf as R. Sikoryak, Michael Kupperman and Kate Beaton.","[comics-and-graphic-novels, funny-stuff, rather-short, its-all-geek-to-me]",1770461043,9781770461048
Mason Currey,Daily Rituals: How Artists Work,"Mason Currey details the work habits of dozens of modern artists (painters, sculptors, composers, choreographers, filmmakers, scientists and writers) from Gertrude Stein to Mahler, Gershwin, Shostakovich, Freud, Jung, Proust, Erik Satie, Joyce Carol Oates, Malamud, Stephen King, Joseph Heller, Darwin and many more. When do they wake up, when do they sit down to write or chisel stone, splash paint, and when do they eat, drink, laugh, love, sleep? It's all here &mdash; from the compulsions of Flaubert to the drug addiction of Ayn Rand &mdash; in this amazing and entertaining compendium of how geniuses apply themselves.","[biography-and-memoir, science-and-society, for-history-lovers, eye-opening-reads, for-art-lovers]",0307273601,9780307273604
Karen Russell,Vampires In The Lemon Grove: Stories,"This singular collection kicks off with a title story that does the near impossible: It makes me care about vampires &mdash; a breed more overexposed these days than Labrador retrievers. Other tales are in a literary league far beyond familiar orbits. ""Reeling for the Empire,"" for instance, imagines a sweatshop in 19th-century Japan where girls spin silk and, as they're doing so, metamorphose into silkworms. The instant anthology keeper, though, is called ""Proving Up."" It's a Gothic tale of homesteading in Nebraska that dramatizes the payment &mdash; in sanity and mortality &mdash; that the land demanded from settlers. The daffy-to-devastating sweep of these stories will leave readers reeling.","[poetry, science-fiction-and-fantasy, funny-stuff, seriously-great-writing]",0307957233,9780307957238
Jaclyn Moriarty,A Corner Of White,"It's traditional for fantasy heroes to leave their small towns for great adventures. But a series of disasters, from failing crops to falling fairies, keeps Elliot stuck at home. In modern-day Cambridge, England, Madeleine struggles to survive with her mother, and dreams of her rich, world-traveler father taking them back. Elliot's father is missing, too: He vanished a year ago after an attack of rogue colors. (In Elliot's fantastical Kingdom of Cello, visible wavelengths are living creatures, variously benign or deadly.) But though Madeleine and Elliot can't leave, they discover a way to send messages through a tiny rift between their universes. Their conversations are charming, funny, whip-smart and heartbreaking.","[young-adult, science-fiction-and-fantasy, love-stories]",0545397367,9780545397360
Erica Jong,Fear Of Flying: A Novel,"Is it cheating to pick everyone's favorite book of 1973 as a favorite in 2013? Who cares, when that book is the 40th anniversary edition of <em>Fear of Flying.</em> Erica Jong's seminal &mdash; I know, I know, but can you blame me? &mdash; work on female sexuality is worth rereading for two reasons. One, it's a great book, with a warm and funny heroine &mdash; more than a zipless read, if you will. It's simply fun to read the adventures of the deeply likable Isadora Wing, and it's sexy as hell. And two, once you've read it, you can listen to the inimitable Susan Stamberg's look back with Jong on the environment that created <em>Fear of Flying</em> and why it's still important, 40 years later. The icing on the cake? Jong's seductive alto reading from her work, and Mama Stamberg giggling over the zipless f- - -.","[realistic-fiction, love-stories, lets-talk-about-sex, for-history-lovers, eye-opening-reads, npr-staff-picks, book-club-ideas]",0805098585,9780805098587
Katherine A. Powers (editor),"Suitable Accommodations: An Autobiographical Story Of Family Life: The Letters Of J.F. Powers, 1942-1963","It's hard to talk about J.F. Powers, the Catholic writer who crafted a modern American classic with his 1962 novel, <em>Morte d'Urban,</em> without resorting to superlatives. Powers, who died in 1999, is possibly the most underappreciated fiction author of his generation, and quite likely the funniest. This collection of Powers' letters to his family and friends is addictive, delightful and alternately hilarious and heartbreaking. Edited by his daughter, journalist Katherine A. Powers, <em>Suitable Accommodations</em> is a fine introduction to the work of the greatest Minnesota writer in history.","[biography-and-memoir, for-history-lovers, rather-long]",0374268061,9780374268060
"Juan Gabriel Vasquez, translated by Anne McLean",The Sound Of Things Falling,"Law professor Antonio Yammara thinks he's indifferent to Colombia's history of drug-related violence. Then a motorcycle roars by, a stray bullet pierces his gut and the terror suppressed for a decade comes flooding in. We've seen enough morality tales about cops and dealers, victims and addicts. <em>The Sound of Things Falling</em> provides a more sophisticated pleasure: a vision of how drugs have unraveled a generation, one humble life at a time.","[realistic-fiction, tales-from-around-the-world, seriously-great-writing]",1594487480,9781594487484
Martha Ronk,Transfer Of Qualities,"Martha Ronk has been an experimental poetry darling for years, but this may indeed be her breakthrough: It's a series of prose meditations on objects found in rooms and the pressures they exert on the people going in and out of those rooms. Ronk has a cold, analytical tone that breaks suddenly and surprisingly into feeling in the oddest places. Is this poetry? Who knows, who cares &mdash; it's really, really good.","[poetry, science-and-society, seriously-great-writing]",189065082X,9781890650827
Suzanne Hayes and Loretta Nyhan,I'll Be Seeing You,"Written entirely through letters, this novel chronicles the correspondence of two very different women who help each other through the trials, triumphs and tragedies of war. Rita is a middle-aged professor's wife in Iowa with a husband and son in battle, while Glory is a young wife and mother in Massachusetts whose husband has enlisted. Despite their differences, the two develop a deep friendship, and readers are treated to an exquisitely rendered snapshot of life on the home front. A must-read for anyone even vaguely interested in the World War II era, with romance woven through the details.","[love-stories, realistic-fiction, for-history-lovers, family-matters, book-club-ideas, historical-fiction]",0778314952,9780778314950
Dash Shaw,New School,"Dash Shaw makes comics that set out to unsettle, using the unique tools the medium provides to expose discomfiting truths about relationships both familial and romantic. A proud experimentalist, Shaw often shuns tidy narrative conventions in favor of raw emotion. His striking and enigmatic graphic novel <em>New School,</em> about two brothers who find work at a massive historical theme park called Clockworld, allows him to poke at a host of ideas about foreignness, sexuality and, obliquely, the making of art. It's a masterful, gorgeous and defiantly odd work that demands close attention &mdash; and richly rewards it.","[comics-and-graphic-novels, family-matters, for-art-lovers, the-dark-side, seriously-great-writing]",1606996444,9781606996447
"Kathy Brennan, Caroline Campion",Keepers: Two Home Cooks Share Their Tried-And-True Weeknight Recipes And The Secrets To Happiness In The Kitchen,"Do you need another book claiming to offer quick weeknight dinners? Well, you need this one. <em>Keepers</em> is highly focused &mdash; it's dinner and dinner only, and not one of its recipes will set you back more than 45 minutes. At the same time, these two former <em>Saveur</em> editors make no compromises on taste or quality. Even their shortcuts &mdash; a pack of frozen vegetables, store-bought puff pastry &mdash; are in the service of deliciousness (in this case, a fast chicken pot pie).",[cookbooks-and-food],1609613546,9781609613549
Marie Brennan,A Natural History Of Dragons: A Memoir By Lady Trent,"This delightful alternate history takes place in a Victorian England where naturalists are eagerly creating phylogenies of dragons. It's the memoir of a scientist whose books about dragons are the definitive works in the field. But of course, all brilliant scientists have to start somewhere, and this book chronicles how a young woman in a male-dominated world managed to talk her way into dangerous scientific expeditions, and make incredible breakthroughs in the understanding of how dragons reproduce, fly, and speciate. Though a fantasy, this novel is truly a homage to the history of science – and its brave, no-nonsense heroine will win you over with her passionate love for field research (and her love for a bookish young man, too).","[science-fiction-and-fantasy, for-history-lovers, its-all-geek-to-me, love-stories]",0765331969,9780765331960
Robert Hilburn,Johnny Cash: The Life,"Johnny Cash became a legend long before he died, and there's no doubt that he's one of the most iconic American musicians of all time. Figures as beloved as the ""Man in Black"" present a hazard for biographers &mdash; it's easy for chronicles of their lives to turn into hagiographies. Journalist Robert Hilburn deftly avoids this trap in <em>Johnny Cash,</em> which is as fascinating as it is honest. Cash wouldn't have been who he was if it weren't for his capacity for both love and sin, and Hilburn's portrait of a genius in constant battle with his demons is as absorbing as any biography published this year.","[biography-and-memoir, for-history-lovers, rather-long, for-art-lovers]",0316194751,9780316194754
NoViolet Bulawayo,We Need New Names: A Novel,"Shortlisted for the 2013 Man Booker Prize, this astonishing debut is narrated by Darling, a young girl from Zimbabwe. She is feisty, knowing and determined and she narrates in a distinct, powerful voice. Darling must face head-on the social trauma caused by a corrupt and derelict leadership and the ambivalent impact of the international NGO aid business. All this is subtly woven into what is, most important, the story of one unforgettable child who knows there has to be more to life than hunger and want &mdash; and of what happens when her dreams come true.","[realistic-fiction, tales-from-around-the-world, seriously-great-writing]",0316230812,9780316230810
Austin Grossman,YOU,"<em>YOU</em> is a surreal, melancholy character study of a group of high school gamers who grow up to be semi-legendary videogame developers. Austin Grossman turned superheroes into socially awkward neurotics in his previous novel, <em>Soon I Will Be Invincible</em>, and here he turns game development into a dangerous, often-deadly quest. As our hero tries to find a bug in the game he is desperately trying to finish, he is also working through the senseless death of his friend, who created the first version of the game. In part, the book is a stylistic exploration of videogame writing, offering us pages of object and character descriptons just as they would be written before being converted into the code of a game. But it's also a coming-of-age story about how we never leave our fantasies behind. They become more real, and more powerful, as we age.","[science-fiction-and-fantasy, its-all-geek-to-me]",0316198536,9780316198530
Stephen Burt,Belmont: Poems,"Stephen Burt is the leading poetry critic of his generation, one of contemporary poetry's most well-known advocates, but he is also a formidable poet himself. In this, his third and best book, he is moved to song by the challenges, whimsies and ecstasies of fatherhood and suburban life. These poems are all kinds of tender; they're funny, too. Most of all, they're made wise by a father's careful attention to all his children know.","[poetry, seriously-great-writing, funny-stuff, family-matters]",1555976441,9781555976446
Charles Simic,New And Selected Poems: 1962-2012,"Charles Simic is justifiably famous, having taken poetry by storm in the late '60s and '70s with compact lyrics that combine a wry, Eastern European sense of humor with memories of a childhood haunted by war. Anyone who likes poetry has probably read at least a few of his surreal-seeming poems, which tell more of the truth than they let on. This the first selection of Simic's poems to span the six decades during which Simic has been writing, making it an essential book.","[poetry, seriously-great-writing]",0547928289,9780547928289
Jillian Weise,The Book Of Goodbyes,"Jillian Weise, who won this year's Laughlin Award for an outstanding second book of poetry, is a force of nature. This collection follows up her debut, <em>The Amputee's Guide to Sex,</em> with what happens when sex becomes love that just won't go away &mdash; no matter how unsuitable the beloved seems to be. This is love poetry for the 21st century: hot, hip and heart-rending.","[poetry, lets-talk-about-sex, seriously-great-writing]",1938160142,9781938160141
Rebecca Lee,Bobcat And Other Stories,"Rebecca Lee is a virtuoso &mdash; ironic, original, cosmopolitan. Standouts in this first collection are ""Fialta,"" about a love triangle set at an invitation-only workshop run by the ""architect of the prairies,"" and the title story, in which the hostess of an elaborate Upper West Side dinner party discovers her husband is cheating. In an eerie parallel, a guest describes a bobcat attack in Nepal: "" … when blood leaks out of a body, the body loses its pulsing internal clock, and all understanding of time is released. The soul becomes loosed from the body and unhinged from time simultaneously and begins to roam freely about … ""","[poetry, the-dark-side, seriously-great-writing, realistic-fiction, seriously-great-writing, book-club-ideas, lets-talk-about-sex]",1616201738,9781616201739
Anthony Marra,A Constellation Of Vital Phenomena: A Novel,"The title is hard to wrap your mind around. It comes from a medical textbook's definition of ""life."" Set during Chechnya's wars for independence from Russia, Anthony Marra's novel begins in a small village where a young girl's father has just been taken away by government troops. Her rescuer, the village doctor, seeks refuge in a barely functioning urban hospital run by a brilliant surgeon -- a still-young woman whose emotions have been stripped bare by war. These and the other characters whose lives run through this story of life in the midst of war are among the most memorable I have ever encountered. They will break your heart and keep you reading.","[npr-staff-picks, realistic-fiction, for-history-lovers, tales-from-around-the-world, seriously-great-writing, eye-opening-reads, book-club-ideas, historical-fiction, family-matters]",0770436404,9780770436407
Dan Fagin,Toms River: A Story Of Science And Salvation,"You wouldn't necessarily expect the story of a dye manufacturing facility to be one of intrigue, insurrection, deception and death. But Dan Fagin's narrative of the arrival and explosive growth of a chemical plant in New Jersey in the 1950s weaves a complex tale of powerful industry, local politics, water rights, epidemiology, public health and cancer in a gripping, page-turning environmental thriller. Fiercely reported and accentuated with lessons in both historical science and modern medicine, <em>Toms River</em> is a tale of toxic waste, and the families and communities left in its wake.","[npr-staff-picks, science-and-society, eye-opening-reads, for-history-lovers, the-dark-side, rather-long]",055380653X,9780553806533
Yoko Ogawa,Revenge: Eleven Dark Tales,"As you read this weird and mesmerizing collection you find Yoko Ogawa ascending into an orbit at least as high as Haruki Murakami's &mdash; as in the story ""Sewing for the Heart,"" which features a bag designer whose customer is a woman with her heart growing on the outside of her chest; or in the flatly told but utterly bizarre trio of linked stories ""Welcome to the Museum of Torture,"" ""The Man Who Sold Braces"" and ""The Last Hour of the Bengal Tiger."" Ogawa stands on the shoulders of giants, as the saying goes. But this collection may linger in your mind &mdash; it does in mine &mdash; as a delicious, perplexing, absorbing and paradoxically singular experience.","[poetry, the-dark-side, rather-short, realistic-fiction, tales-from-around-the-world]",0312674465,9780312674465
Eli Brown,Cinnamon And Gunpowder: A Novel,"Set sail with uptight chef Owen Wedgwood and rowdy pirate ""Mad Hannah"" Mabbot for a rollicking tale of haute cuisine on the high seas.  Wedgwood is a talented but prissy chef to a shipping magnate until Mabbot shoots his employer point-blank and takes him captive. She offers him a deal no chef can refuse: your life in exchange for one magnificent dinner a week, made from whatever's in the ship's larders.  Skim the family-drama back story, and savor instead Wedgwood's MacGyver-like ingenuity as he cobbles together bread starters, pheasant mole and brandied mango tart amid the chaos of a pirate ship.","[realistic-fiction, cookbooks-and-food, for-history-lovers, npr-staff-picks, book-club-ideas]",0374123667,9780374123666
