author,title,text,tags,isbn,isbn13
Darren Farrell,"Thank You, Octopus","<em>Thank You, Octopus</em> is a wonderfully wacky tale about a mischievous octopus helping his charge get ready for bed. When the boy grumbles, the octopus tries to tempt him with a warm bath. ""Thank you, Octopus,"" the boy says — until he realizes the bath tub is full of egg salad: ""Gross! No thank you, Octopus."" It has some of the same naughty, talk-back-to-the-book fun of <a href= ""http://www.npr.org/books/titles/320708999/dont-let-the-pigeon-drive-the-bus ""target=""_blank"">Don't Let The Pigeons Drive the Bus!</a> another modern-day toddler classic, and it's funny enough for adults to enjoy rereading again and again. The illustrations are insanely detailed and I especially appreciated the New York Harbor setting. (For ages 3 to 5)","[npr-staff-picks, kids-books]",0803734387,9780803734388
Marilyn Nelson,How I Discovered Poetry,"Marilyn Nelson describes her book, <em>How I Discovered Poetry,</em> as a ""personal memoir, a portrait of the artist as a young American Negro Girl."" I say it's a gorgeous introduction to 1950s America, told through poems and snapshots that reveal a writer coming of age. For young readers, it's the perfect entrance point to this era and to this genre. Many of the poems are accompanied by photos taken by the author's father, who was an Air Force officer. And as with a photo album there's a wonderful cumulative effect. ""I flee into the arms of poetry. / I take my books to bed. I read so late / Daddy shouts, ""Lights OUT!""… I lie in the dark. My head whirls with words."" (For ages 12 and up)","[npr-staff-picks, biography-and-memoir, book-club-ideas, eye-opening-reads, family-matters, for-history-lovers, poetry, science-and-society, young-adult]",0803733046,9780803733046
Elizabeth Kolbert,The Sixth Extinction: An Unnatural History,"Elizabeth Kolbert writes, ""If extinction is a morbid topic, mass extinction is, well, massively so."" Especially when we're to blame for the latest mass extinction. Kolbert brings that morbid subject to life by taking us on an around-the-world journey. In Scotland, Peru, Italy, the Great Barrier Reef and more, she profiles the rise and fall of species both present and ancient. By the end, the hubris of Homo sapiens emerges as particularly shortsighted: We may be the first species to actively kill ourselves off. You're <em>dying</em> to read this now, aren't you? Do.","[npr-staff-picks, eye-opening-reads, for-history-lovers, its-all-geek-to-me, science-and-society, tales-from-around-the-world, the-dark-side]",0805092994,9780805092998
Molly Antopol,The UnAmericans: Stories,"These stories reminded me of another era in short fiction, a time when Bernard Malamud and Isaac Bashevis Singer and Grace Paley were writing. The settings include Tel Aviv, Prague and Ukraine, and the characters are sometimes Israeli or Russian. Molly Antopol's decision to spread out geographically allows her a way to take stock of the delicate connections between people in and out of couples and families. Sometimes the stories resemble miniature novels, rich and eventful and populated, and Antopol has an appealing, surprising tendency to keep going past the spot where you thought she was going to wrap the whole thing up.","[family-matters, for-history-lovers, historical-fiction, poetry, realistic-fiction, science-and-society, seriously-great-writing, tales-from-around-the-world]",0393241130,9780393241136
Andy Weir,The Martian: A Novel,"No aliens, no invasion fleets, no superheroes or space marines. <em>The Martian</em> focuses on just one man — astronaut Mark Watney — who becomes one of the first men to walk on Mars and, shortly after, one of the first to be presumed dead on Mars after a freak storm forces the rest of his crew to take off and leave him behind. But Watney isn't dead, and he spends the balance of the book using his brains to stay alive on the Red Planet. A book about a scientist using actual science to battle the alien elements — what a welcome relief.","[its-all-geek-to-me, science-and-society, science-fiction-and-fantasy]",0553418025,9780553418026
Shaun Tan,Rules Of Summer,"When your big brother sets the rules, no matter how arbitrary they may sound, you'd better follow them — or the consequences could be dire. Lush, surreal paintings of one-eyed robots, odd creatures and uninvited strangers will leave you marveling over the art and searching the details for hidden messages. A simple edict like, ""Never leave a red sock on a clothesline"" is accompanied by an image of a giant rabbit looming over the brothers huddled together. Though the text is spare, the paintings reveal an astonishing depth of emotion and insight into a child's fears and imagination. (For ages 4 to 8)","[family-matters, kids-books, science-fiction-and-fantasy]",0545639123,9780545639125
Lorrie Moore,Bark: Stories,"Lorrie Moore wields her trademark sardonic wordplay and offbeat <em>apercus</em> to capture the bitter disappointments of romantic relationships in her first story collection in 15 years. Seesawing between facetiousness and earnestness, her bite is right up there with her bark in these eight tales, which include clever, modern twists on two classics by Henry James and Vladimir Nabokov and a caustically funny but ultimately plangent portrait of a lonely, cynical single mom at a wedding.","[book-club-ideas, family-matters, funny-stuff, poetry, rather-short, realistic-fiction, the-dark-side]",0307740862,9780307740861
Blake Bailey,The Splendid Things We Planned: A Family Portrait,"Show me a family and I'll show you a mess. Families are made up of people, and people are volatile, selfish and stubborn. They're also creative and resilient and lovable. And so for all of the sadness and chaos recorded in Blake Bailey's memoir about a troubled brother and a fractured family, the book is lit from within by the steady, mellow light of acceptance and forgiveness. Bailey, the author of major biographies of John Cheever and Richard Yates, doesn't gloss over his own screw-ups as he recounts his brother's prolonged slide toward tragedy. This memoir is an eloquent reminder that no matter where you go or what you do in your life, you never really leave home.","[biography-and-memoir, family-matters, seriously-great-writing, the-dark-side]",0393239578,9780393239577
Brigid Schulte,"Overwhelmed: Work, Love, And Play When No One Has The Time","Are you crazy busy? Stressed out? Then you'll love Brigid Schulte's deep dive into how our days have been shredded into ""time confetti."" (Full disclosure: I know Schulte through her husband, my colleague Tom Bowman.) She finds one researcher who uses Christmas cards to pinpoint when busyness became a badge of honor, and another who insists that American women have loads of unappreciated leisure time — 30 hours a week, in fact. My favorite scene is a focus group lamenting harried lives and lack of leisure — in Fargo, N.D. It's all enough to make you cry, but Schulte's perspective on our modern-day malaise will also make you laugh out loud.","[npr-staff-picks, book-club-ideas, eye-opening-reads, family-matters, science-and-society]",0374228442,9780374228446
Siri Hustvedt,The Blazing World: A Novel,"If you're a fan of intelligent, complex and gorgeously written fiction (the sort that Iris Murdoch wrote), you won't want to miss this tale of artist Harriet Burden, who — tired of having her work ignored or belittled by critics — asks three men to show her pieces as their own. Written as a collection of texts from and interviews of a wide cast of characters, including critics, family members and Harriet herself (we read her journals), this novel offers much food for thought and sentence after sentence that you'll want to savor.","[book-club-ideas, for-art-lovers, realistic-fiction, seriously-great-writing]",1476747237,9781476747231
Meg Wolitzer,Belzhar,"This young adult novel tells the story of a group of teenagers at a special school for kids who have endured traumatic experiences. Their English teacher assigns them to write in journals, and as they fill the pages, each student is transported back to a time just before the awful event happened. Wolitzer writes teenagers in a way that feels authentic, at turns wildly emotional and deeply introspective. It's a fast-paced, affecting story with a nice twist at the end.","[npr-staff-picks, love-stories, realistic-fiction, the-dark-side, young-adult]",0525423052,9780525423058
Dana Cowin,Mastering My Mistakes In The Kitchen: Learning To Cook With 65 Great Chefs And Over 100 Delicious Recipes,"If you've ever cooked from a collection of recipes from different sources, you know how frustratingly inconsistent they can be. But do not underestimate the power of a firm editorial hand! In this (rather oddly titled) book, <em>Food & Wine</em> editor Dana Cowin adapts dishes from dozens of the country's best-known restaurant names, soliciting pro tips and snapping a selfie or two. The end result is gorgeous, simple recipes that even a rank beginner can manage. Plus, you get to see some of your favorite celebrity chefs hamming it up in Cowin's kitchen.",[cookbooks-and-food],0062305905,9780062305909
Teju Cole,Every Day Is For The Thief: Fiction,"Teju Cole is the master of the meandering nonfiction novel. The story is set in Lagos and narrated by a young man whose name we are never told. It is both a celebration of one of the world's most vibrant cities and a lament over what can be one of the most frustrating and difficult places to live. It is also a story of family breakup and an uneasy homecoming — the narrator has been away for 15 years and must relearn how to navigate a place that was once home. Never an easy read, Cole is nonetheless always hugely rewarding.","[eye-opening-reads, family-matters, rather-short, realistic-fiction, tales-from-around-the-world]",0812995783,9780812995787
Virgil Thomson and Tim Page (editor),Virgil Thomson: Music Chronicles 1940-1954,"Virgil Thomson (1896-1989) was in a select category of composers — including Robert Schumann and Hector Berlioz — who wrote as well with words as with notes. Thomson's phrasing was original, irreverent, intriguing to a broad audience and spot on. One of his reviews begins: ""Even through the mud and sugar of Rachmaninoff's Second Symphony, it was clear in Carnegie Hall last night that Karl Krueger is a virtuoso conductor."" There's more quantity than quality in music criticism now, so it's bracing to read someone authoritative, curious, unbound by genre and able to tell general readers what old and new music sounded like and why they should care.","[npr-staff-picks, for-art-lovers, for-music-lovers, rather-long, science-and-society, seriously-great-writing]",1598533096,9781598533095
Lawrence Osborne,The Ballad Of A Small Player: A Novel,"<em>The Ballad of a Small Player</em> centers on ""Lord Doyle,"" an English lawyer who's on the run with some ill-begotten money and gambling it all away in the casinos of Macau. With echoes of V.S. Naipaul and Graham Greene, author Lawrence Osborne's portrayal of a man at the end of his rope, in a foreign land, descending into his own private hell and attempting to find salvation are pitch perfect and ultimately captivating.","[npr-staff-picks, realistic-fiction, tales-from-around-the-world, the-dark-side]",0804137978,9780804137973
Matt Taibbi,The Divide: American Injustice In The Age Of The Wealth Gap,"<p>We are becoming three nations — one for the wealthy, one for the poor, one for those caught in between — and Matt Taibbi provides a compelling, depressing road map. </p>

<p>Readers who know Taibbi's work for <em>Rolling Stone</em> may be surprised by the lack of curse words and attitude here. Instead, he methodically explores how wealthy business people are often allowed to break laws with little personal consequence (including more than $26 billion in mortgage fraud), while poor people are relentlessly policed and punished. It's the tale of how mindless bureaucracy grinds down one class and exalts another, enabled by the politics of the moment and Americans' near-instinctual worship of society's winners.</p>","[npr-staff-picks, eye-opening-reads, science-and-society]",0812993424,9780812993424
Mary Rickert,The Memory Garden,"The Memory Garden is a quiet, meditative book about friendship, parenthood, aging and the grace and magic to be found in gardens. Nan is an old woman unexpectedly raising a young girl, Bay, who was born with a caul over her head; this means Bay has the power to heal, sees ghosts and can't ever drown. Soon Bay's healing powers are put to the test as Nan entertains two estranged childhood friends and the mystery that drove them apart unfolds petal by petal. Reminiscent of Alice Hoffman's </em>Practical Magic,</em> this is a lovely, uplifting book of women, friendship, sadness and healing.","[book-club-ideas, family-matters, science-fiction-and-fantasy]",1402297122,9781402297120
Lydia Davis,Can't And Won't: Stories,"Lydia Davis' stories are like those clown cars you see in the circus stuffed impossibly full of people. Actually, it's hardly fair to call them short stories. Haiku-like, they seem to call for some other word, like this one, about a vacation: ""He could be my husband.  / But he is not my husband. / He is her husband. / And so he takes her picture (not mine) as she stands in her flowered beach outfit in front of the old fortress."" In tiny snippets of language, Davis manages to pack every essential element of a good read: characters, history, action, plot and feeling.","[npr-staff-picks, poetry, realistic-fiction, seriously-great-writing]",0374118582,9780374118587
Kelly DiPucchio and Christian Robinson,Gaston,"Three things happened to me when I read this enchanting picture book about a mixed-up French bulldog raised by a family of prim, proper French poodles: First, I wanted to crumple up the whole world and commission a new one painted by Christian Robinson. Second, I wanted a French bulldog even more than usual, which is saying something, because I already dream of owning one with an intensity usually reserved for diamonds or beachfront property. And third, I wanted to hug the book to my heart and never, ever let it go. I've only done the third — for now. (For ages 4 to 8)","[family-matters, funny-stuff, kids-books, love-stories]",1442451025,9781442451025
Francine Prose,"Lovers At The Chameleon Club, Paris 1932: A Novel","This novel was inspired by <a href= ""http://www.clevelandart.org/art/1992.97"" target=""_blank"">a photograph</a> of a lesbian couple taken at a Paris nightclub just before World War II. One of the women pictured is Violette Morris, a cross-dressing athlete and race car driver who became a Nazi spy and torturer. Morris is Lou Villars in Francine Prose's novel, which tells Lou's story from several perspectives, including the photographer's. When her racing license is taken away because of how she dresses, Lou becomes easy prey for the manipulations of Adolf Hitler. It doesn't end well for Lou, who winds up in the hands of the French Resistance. Prose's book is a strange ride through the glittery, shallow world of Paris in the shadow of war. It's also a cautionary tale that probes both the roots of evil and the nature of gender.","[npr-staff-picks, for-history-lovers, historical-fiction, realistic-fiction]",0061713783,9780061713781
Daryl Gregory,Afterparty,"They say that all technology is truly driven by its black market applications, and this is never more true than in <em>Afterparty,</em> where any kid with a chemjet printer and an internet connection can print his own smart drugs and get freaky. Gregory's near-future world is a fascinating look at a society where the brain has become the final battlefield of faith, pleasure and commerce, and he puts together a ripping story that's essentially one long chase sequence as his characters fight to stop the distribution of a new party drug that might just mean the end of the world.","[mysteries-and-thrillers, science-and-society, science-fiction-and-fantasy, the-dark-side]",0765336928,9780765336927
Jung Chang,Empress Dowager Cixi: The Concubine Who Launched Modern China,"Empress Cixi — a low-ranking consort who became regent for her son and ruled for four decades — is often perceived as a viciously insular ruler who brought down the Qing dynasty, China's last emperors. Jung Chang is out to change that, with a biography that takes on elements of the best political thrillers. Chang's sympathy for Cixi is strongly in evidence in this fascinating story, and her ability to assemble context unobtrusively in the background makes her exhaustive research seem effortless. <em>Cixi</em> is one of those necessary biographies that illuminate an era, as well as recounting a life.","[biography-and-memoir, for-history-lovers, tales-from-around-the-world]",0307456706,9780307456700
"Najwan Darwish, translated by Kareem James Abu-Zeid",Nothing More To Lose,"Deftly translated by Kareem James Abu-Zeid, Najwan Darwish's <em>Nothing More to Lose</em> is a passionate collection of short poems written between 2000 and 2014, uniting a wide range of subjects with a heartbreaking love for people, places and poetry. Traveling from Brazil to Palestine, Darwish explores matters of family, tragedy and identity in a marvelously flexible voice suited to both celebrations and laments.","[poetry, seriously-great-writing, tales-from-around-the-world]",1590177304,9781590177303
Daniel Galera (editor),McSweeney's Issue 46: Thirteen Crime Stories From Latin America,"This is the first-ever all-Latin American issue of <em>McSweeney's Quarterly Concern,</em> featuring 13 stories by some of today's most exciting voices. In the hands of Alejandro Zambra, Juan Pablo Villalobos and others, we have crime fiction at its strangest and most artfully complex. There's an urgency that permeates each offering, and while there are death and bloodshed throughout the pages — as is characteristic of the genre — there are also wisdom and beauty, and an understanding of what it takes to make the ugliest things, somehow, palatable and a joy to read.","[mysteries-and-thrillers, poetry, tales-from-around-the-world, the-dark-side]",1938073851,9781938073854
Anand Giridharadas,The True American: Murder And Mercy In Texas,"Confession: When I started reading this book about a post-Sept. 11 hate crime for NPR's <em>Tell Me More,</em> I thought, ""Sure, it'll be <em>important,</em> but it probably won't keep me up at night."" As soon as I got into it, though, I found a fascinating window into two very disparate parts of America, represented by Raisuddin Bhuiyan, a former Bangladeshi air force captain who was shot while working at a Dallas gas station, and Mark Stroman, Bhuiyan's troubled shooter. Almost obsessively reported, it'll answer all your questions, while leaving you wondering just how much America is changing.","[npr-staff-picks, eye-opening-reads, science-and-society, the-dark-side]",0393239500,9780393239508
Laline Paull,The Bees: A Novel,"A riveting dystopia set inside a beehive, <em>The Bees</em> tells the story of worker bee Flora 717, from her lowly hatching to her hive-saving heroism to her inadvertent leadership of a revolution against the hive's Sage priestesses. With lovely prose, fast-rising stakes and a wonderfully effective rendering of a hive's life cycle, <em>The Bees</em> is a beautiful book.","[book-club-ideas, eye-opening-reads, science-fiction-and-fantasy, seriously-great-writing]",0062331159,9780062331151
Hilda Hilst,With My Dog-Eyes: A Novel,"In <em>With My Dog-Eyes,</em> we witness Hilda Hilst at the peak of her brilliance. The late poet turned novelist — in just under 100 pages — tells the story of Amós Kéres, an expert in pure mathematics who is losing his grasp on reality. He jumbles his sentences and appears aloof during class. Everyone recognizes that he is deeply troubled. Eventually, Amós denounces them all and leaves home in search of answers, but what he learns only adds to the depth of his madness. Told through poetic and disjointed prose, <em>With My Dog-Eyes</em> is a dark and truly singular work.","[rather-short, seriously-great-writing, tales-from-around-the-world, the-dark-side]",1612193455,9781612193458
Anthony Doerr,All The Light We Cannot See: A Novel,"The stories of blind, French teenager Marie-Laure LeBlanc and German orphan Werner Pfennig move across the convulsing landscape of the last half of World War II and come together, eventually, in a walled Breton town just before D-Day. <em>All the Light We Cannot See</em> has received rapturous reviews, and none of them exaggerate when they describe Anthony Doerr's novel with words like ""haunting,"" ""beautifully written"" and ""gorgeous."" It is all that and more. Doerr's characters stayed with me long after I closed the cover of this luminous book.","[npr-staff-picks, book-club-ideas, for-history-lovers, historical-fiction, realistic-fiction, tales-from-around-the-world]",1476746583,9781476746586
Wu Ming-Yi,The Man With The Compound Eyes: A Novel,"An amazing, affecting, beautiful book, <em>The Man With The Compound Eyes</em> feels so alien and yet so vibratingly… alive. It's a story about a boy from a mystical (and possibly imaginary) island, cast out to sea to die. About a young Taiwanese woman contemplating suicide after the loss of her husband and son. About a floating trash island, a tsunami, a drowning house and so much more. While at its heart, it's an environmental fable, the novel reads like a lyrical ode to loneliness, slow destruction and the fragile bonds that keep us all above water.","[science-fiction-and-fantasy, seriously-great-writing, tales-from-around-the-world, the-dark-side]",0307907961,9780307907967
Genevieve Valentine,The Girls At The Kingfisher Club: A Novel,"Genevieve Valentine sets the fairy tale of the Twelve Dancing Princesses in jazz-era New York City, bringing its fashions, music and speakeasies to life in glorious detail. Jo, nicknamed ""The General"" by her 11 younger sisters, makes life bearable for her siblings by teaching them to dance and leading them on midnight excursions into the city's secret underground dance halls, brashly defying their father's tyrannical rules. This beautiful novel is one of the most satisfying fairy tale retellings out there.","[family-matters, for-music-lovers, historical-fiction, love-stories, seriously-great-writing]",1476739080,9781476739083
Adam Brookes,Night Heron,"At last, an espionage thriller set in China that works. With <em>Night Heron,</em> former BBC China correspondent Adam Brookes has produced a masterful debut novel. It has all the hallmarks of a great page-turner, but with a richness of detail that feels authentic. There are a prisoner escape, an unwitting conduit between the prisoner and the British Secret Intelligence Service, and competition between British and U.S. spy agencies that doesn't feel obligatory. The richly textured picture of modern Beijing is a bonus. You will be captivated by it all. This is the must-read thriller of the year.","[npr-staff-picks, mysteries-and-thrillers, realistic-fiction, tales-from-around-the-world]",0316399833,9780316399838
Lily King,Euphoria,"Lily King's fourth novel (after the award-winning <em>Father of the Rain</em>) was inspired by a moment in 1933 when the lives of three young anthropologists — Margaret Mead and her second and third husbands, Reo Fortune and Gregory Bateson — intersected along the Sepik River in New Guinea. Using this as a point of departure, and changing the actual story line drastically, King weaves together a tragic love triangle and an exhilarating description of three rivals working to shape a new social science discipline. Atmospheric and sensual, with startling images throughout, <em>Euphoria</em> is an intellectually stimulating tour de force.","[historical-fiction, love-stories, realistic-fiction, science-and-society, seriously-great-writing]",0802122558,9780802122551
Leela Punyaratabandhu,Simple Thai Food: Classic Recipes From The Thai Home Kitchen,"Often I find that ""simple Thai"" cookbooks are either not so simple or not so Thai. But blogger Leela Punyaratabandhu (shesimmers.com) has a way of marrying convenience with high flavor.  Store-bought curry pastes mingle with fresh aromatics like Kaffir lime and lemongrass, and substitutions are welcome. Once in a while, there will be a real stumper — fingerroot or young green peppercorns — in the mix. But mostly, these dishes are fragrant winners that can be sourced and cooked even on a school night.","[cookbooks-and-food, tales-from-around-the-world]",1607745232,9781607745235
Frank King,Walt Before Skeezix,"Fire up your flivvers and tea carts, birds — <em>Walt Before Skeezix</em> is here! Collecting some of <em>Gasoline Alley</em> creator Frank King's very first strips, it's a true road trip to the past. King's work provides a glimpse of both early comics history and the first years of the automobile. Between the adorable language, the insights into the birth of car culture and the plain fun of reading comics from that era, this volume will delight history buffs. King's love for ordinary people in all their ordinariness makes every page glow.","[comics-and-graphic-novels, for-art-lovers, for-history-lovers, rather-long]",1770461418,9781770461413
Suzanne Rousseau and Michelle Rousseau,Caribbean Potluck: Modern Recipes From Our Family Kitchen,"When I'm looking for a way to get food on the <<em>All Things Considered</em> menu, I'm looking for great stories — about meals whipped up with a sister, or recipes that take me far away from my sad desk lunch of lentils — or just stories that teach me something new about what I put in my mouth every day. <em>Caribbean Potluck</em> from Suzanne and Michelle Rousseau satisfies all three. Plus there's a recipe for Whole Roast Snapper With Lime And Mojito oil. A whole snapper can be hard to find, but the Rousseau sisters make the search worth it.  After all, as Suzanne told NPR's Audie Cornish, ""Our food can be extremely sexy. It can be extremely healthy. It can be easily done.""","[cookbooks-and-food, family-matters, tales-from-around-the-world]",1909487090,9781909487093
Tom Rachman,The Rise & Fall Of Great Powers: A Novel,"Something's not quite right from the very beginning of this book. That's where we meet Tooly Zylberberg, a bookshop owner trying to piece together her very complicated, global past. There's what she remembers and then there's what the people around her tell her, mixed in with large doses of deceptions and dark motivations. As he did in his last book, <em>The Imperfectionists,</em> Tom Rachman creates this whole world of complicated, flawed and endearing characters who keep you wanting more.","[npr-staff-picks, book-club-ideas, realistic-fiction, tales-from-around-the-world]",0679643656,9780679643654
Celeste Ng,Everything I Never Told You: A Novel,"Celeste Ng's compelling debut novel, <em>Everything I Never Told You,</em> is set in 1977, a time when races in America tended to be categorized as ""black,"" ""white"" and ""other."" The Lee family — Chinese-American father, white mother and mixed-race kids — falls distinctly under ""other."" And while existing outside the black/white racial tension might seem nice, it has allowed the Lees to avoid asking difficult questions about who they are and how they fit in to their small Ohio town. When the oldest Lee daughter dies under mysterious circumstances, the standard police questions — was she happy, did she have issues in school, were there family problems, secrets — reveal how little they know about themselves, and each other.","[npr-staff-picks, book-club-ideas, family-matters, mysteries-and-thrillers, realistic-fiction, science-and-society, the-dark-side]",159420571X,9781594205712
Joshua Ferris,To Rise Again At A Decent Hour: A Novel,"Paul O'Rourke is a dentist with a healthy (well, actually pretty unhealthy) sense of pessimism and despair. When he discovers that he's being impersonated online, he tries to track down the impostors, with bizarrely mixed results. A story of faith and its opposite — whatever that may be — Joshua Ferris' third book, shortlisted for the Man Booker Prize, is possibly the funniest, weirdest American novel of the year.","[book-club-ideas, funny-stuff, realistic-fiction, seriously-great-writing]",0316033979,9780316033978
Megan Abbott,The Fever: A Novel,"If there were a category for books to make a plane ride fly by, this would surely be a front-runner. <em>The Fever</em> is the third in what I think of as author Megan Abbott's trilogy (my word, not hers) taking readers inside the mind of that most exotic and confounding creature — the teenage girl. This is not, however, a young adult novel (not that there's anything wrong with that); this is literary fiction with young adults as the subject. <em>The Fever</em> loosely takes its jumping-off point from real life: the mysterious illness that struck girls in Le Roy, N.Y., causing them to twitch and spasm uncontrollably. Combining vaccination anxieties, teenage jealousies and an overall sense of something really bad happening, this is the kind of book you can start on takeoff and not put down until you absolutely have to.","[npr-staff-picks, mysteries-and-thrillers, realistic-fiction, the-dark-side]",0316231053,9780316231053
Saroo Brierley,A Long Way Home: A Memoir,"At around 5 years old, Saroo Brierley found himself in Kolkata, India, alone, lost and more than 1,000 miles from his family. He lived on the streets until he was taken into an orphanage and ultimately adopted by an Australian couple. Years later, with nothing but his memories to guide him, Brierley began searching for his childhood home on Google Earth — and you'll have to read the book to find out what happens next. Brierley's memoir recalls Charles Dickens and folk tales about lost children. The simplicity of his language lets the unbelievable facts shine through.","[npr-staff-picks, biography-and-memoir, family-matters, science-and-society, tales-from-around-the-world]",0399169288,9780399169281
Mary Robinette Kowal,Valour And Vanity,"Mary Robinette Kowal's wonderful Glamourist series gets even better in this fourth volume: Jane and Vincent, the married ""glamuralists"" (muralists who use magic) at the center of the series, are on their way to Murano, Italy, when they're caught in an elaborate fraud scheme. Without friends or resources, Jane and Vincent live under suspicion for months, until a chance encounter with their swindlers allows them to concoct a plan of their own. <em>Valour and Vanity</em> is a fun heist, driven by smart plotting, compelling magical and historical details, and a keen eye toward human strength and frailty.","[for-history-lovers, historical-fiction, love-stories, science-fiction-and-fantasy]",076533416X,9780765334169
Robert Galbraith,The Silkworm,"Galbraith's style is straightforward, well-executed and deeply satisfying crime writing. This is the second novel featuring Cormoran Strike, the troubled ex-soldier/war-hero turned private detective. It's a dark and bloody tale, but Galbraith's wicked, knowing characterization of British publishing types makes it disturbingly funny, too. The murder being investigated in <em>The Silkworm</em> is that of an author who is universally disliked. In fact, there are few likable characters here, and it's Galbraith's great skill that they remain compelling, despite their nastiness. I haven't felt this thrilled by a detective since Kinsey Millhone in Sue Grafton's alphabet mysteries.","[mysteries-and-thrillers, rather-long, seriously-great-writing, the-dark-side]",0316206873,9780316206877
Octavia E. Butler,Unexpected Stories,"This e-book collection contains only two short stories but offers a much appreciated look at Octavia Butler as a young writer, still developing her rich style and genre sensibilities. ""A Necessary Being,"" found among her papers in the Huntington Library collection, and ""Childfinder,"" accepted to a famously unreleased anthology, were both written in the '70s at the beginning of her career — and both showcase Butler's ability to create a whole world and well-rounded characters out of very few words. It's a must-read, not just for Butler fans but for all lovers of speculative fiction.","[poetry, science-fiction-and-fantasy]",9781497601376,9781497601376
Edan Lepucki,California: A Novel,"I read Edan Lepucki's suspenseful debut novel in two days, but that wasn't without trepidation. ""You've covered a lot of natural disasters lately,"" I said to myself. ""So why are you reading about a post-apocalyptic American West in your spare time?"" But the book was too good to give up. Set in the near future, it follows a husband and wife who are forced to flee a crumbling LA after the ""big one"" hits. The only problem: Melting glaciers have flooded the Pacific Northwest, and the Rockies are devastated by wildfires. So where do they end up? You'll have to read it to believe it. But maybe wait until the dark, winter months are through before you set out on this page turner.","[npr-staff-picks, family-matters, science-fiction-and-fantasy, the-dark-side]",0316250813,9780316250818
Marie-Helene Bertino,2 A.M. At The Cat's Pajamas,"If this enchanting first novel — which takes place over the course of one eventful day, the eve of Christmas Eve — were displayed as a Venn diagram, the place where the large cast of meticulously drawn characters overlaps is at a legendary Philadelphia jazz club called The Cat's Pajamas, and the person who connects them all is 9-year-old Madeleine Altimari, whose dearest wish is to be a jazz singer — when we first meet her she's smoking a cigarette and teaching herself to shimmy. Inventive, gorgeously written and unforgettable, this is a novel that fans of character-driven fiction will treasure.","[book-club-ideas, for-music-lovers, realistic-fiction, seriously-great-writing]",0804140235,9780804140232
Robin Black,Life Drawing: A Novel,"This isn't a love story; it's the story of a marriage that's no longer easy. Five years ago, Gus (short for Augusta) had an affair. Her husband, Owen, knows about it and hasn't moved on. The couple moves to a farmhouse in the country hoping to escape their past, but once there Gus finds she can't avoid her betrayal and Owen can't shake his resentment. ""It wasn't our solitude that had shut down so much of our history,"" Gus says. ""It was our history that had produced our solitude."" Eventually, a new neighbor moves in next door, disrupting that solitude and transforming <em>Life Drawing</em> from an honest portrait of a marriage into a thriller.","[npr-staff-picks, book-club-ideas, family-matters, love-stories, mysteries-and-thrillers, realistic-fiction, the-dark-side]",1400068568,9781400068562
Gene Luen Yang and Sonny Liew,The Shadow Hero,"With warm, funny storytelling and fantastic art, Gene Luen Yang and Sonny Liew team up to give a character from the Golden Age of comics a worthy origin story. Hank Chu's happy life is turned upside down when his mother has an encounter with the Anchor of Justice, a popular superhero. She becomes determined to make a superhero of her son by any means necessary — until tragedy strikes their family. To protect his loved ones, Hank invites an ancient turtle spirit to live in his shadow. It's up to Hank, calling himself The Green Turtle, to take down Ten Grand, the mysterious crime boss who runs Chinatown.","[comics-and-graphic-novels, funny-stuff, rather-short, science-fiction-and-fantasy]",1596436972,9781596436978
Lizi Boyd,Flashlight,"Put this book into the hands of the right reader and you may never get it back. Lizi Boyd takes a simple idea — a little boy exploring a dark wood with the spare illumination of a flashlight — and creates a completely engrossing, wordless story. Her intricate illustrations brim with the kind of details that demand to be revisited again and again, from gradually introduced woodland creatures to tiny cutouts on each page that bring elements from one drawing forward into the next. (For ages 2 to 6)","[kids-books, the-dark-side]",1452118949,9781452118949
Yelena Akhtiorskaya,Panic In A Suitcase: A Novel,"Akhtiorskaya's debut novel is set in Brooklyn, but you won't find any kombucha-clutching hipsters here. Her novel follows the members of the Nasmertov family, recently arrived from Odessa, Ukraine, as they adjust to life in a new country. Akhtiorskaya's patient, understated prose is absolutely remarkable — she's a deeply perceptive writer, and her observations about the family's experience as immigrants to America are sharp and sometimes heartbreaking.","[book-club-ideas, family-matters, funny-stuff, realistic-fiction]",1594632146,9781594632143
Nick Harkaway,Tigerman: A Novel,"The best post-colonial novel of the year, and also one of the slyest critiques on our comic book and video game culture. <em>Tigerman</em> is the funny, beautiful and sharply paced story of a retiring soldier forced to become a hero for an abandoned boy as his island home gets pulled apart by politics, science and crime. But both the boy and the man are more than they appear, and the way they come together by the end of the book will leave you knowing that Nick Harkaway, the son of spy writer John LeCarré, has the family business well in hand.","[book-club-ideas, family-matters, mysteries-and-thrillers, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",0385352417,9780385352413
Tiphanie Yanique,Land Of Love And Drowning: A Novel,"Yanique spins a series of seductive tales covering six decades and three generations living in the Virgin Islands in her first novel, which draws upon her own family history. The cast includes legendary ship's captain Owen Arthur Bradshaw of St. Thomas; his wife, Antoinette, who comes from a coral island known as ""the drowned land""; and his mistress, Rebekah, whose child sets in motion a primordial curse. ""Men who spend their lives on water understand that magic is real,"" Yanique writes, as she invokes her own mystical tale.","[book-club-ideas, family-matters, historical-fiction, tales-from-around-the-world]",1594488339,9781594488337
