author,title,text,tags,isbn,isbn13
"Fania Lewando, translated by Eve Jochnowitz",The Vilna Vegetarian Cookbook: Garden-Fresh Recipes Rediscovered And Adapted For Today's Kitchen,"Fania Lewando was a vegetarian long before it was cool. Born in Poland in the late 1880s, she published the first vegetarian Yiddish cookbook in 1938. Now, more than 70 years after her death — she died in the early '40s while trying to flee the Nazis — Lewando's 400 recipes have been given new life in the newly translated <em>Vilna Vegetarian Cookbook.</em> There's plenty here that won't appeal to 21st century palates (sorry, Stewed Cabbage) and these recipes require some interpretation (working without a thermometer, Lewando advises a ""hot oven"" or a ""not-too-hot oven""). But reading through her spare, no-nonsense instructions made me feel like I was spending an afternoon cooking with my own Yiddish-speaking great-grandmother from Vilna, getting a glimpse at a now vanished world.","[staff-picks, cookbooks-and-food, eye-opening-reads, for-history-lovers, identity-and-culture, tales-from-around-the-world]",0805243275,9780805243277
Paolo Bacigalupi,The Water Knife: A Novel,"Paolo Bacigalupi's <em>The Water Knife</em> imagines a near-future in which the Southwestern U.S. has balkanized over water rights. The rich live in posh high-rise terrariums while the poor suffer in the dust below, and states and corporations are at war (real war — with guns) over water and centuries-old paperwork giving them rights to the flow. For Bacigalupi, it's all too easy to picture — I mean, his book even predicted Tesla's <a href="" http://www.theverge.com/2015/9/30/9421719/tesla-model-x-bioweapon-defense-mode-button "" target=""_blank""> bioweapon defense mode</a>. It's a must-read for science-fiction geeks, eco-freaks and everyone who loves a great page-turner.","[staff-picks, book-club-ideas, mysteries-and-thrillers, science-fiction-and-fantasy, the-dark-side]",0385352875,9780385352871
Rowan Ricardo Phillips,Heaven: Poems,"Rowan Ricardo Phillips' second collection is packed with poems that romp and revel their way off the tongue — think ""pomegranate balustrades"" and ""nacre-gnarled écorchés."" He packs phonic exuberance into the tightest turns of phrase, while pondering the deaths of Trayvon Martin, Ol' Dirty Bastard and Homer's Hector, or considering the vengeance of envious gods and the elusiveness of justice. Through it all, his poems circle back to variations on heaven — as afterlife, as fixed sphere, as backdrop to the stars. He repeats the word itself like a curse or a compulsion. And while he can get quite solemn about the celestial, the joy he takes in his language balances out the seriousness.","[staff-picks, poetry, seriously-great-writing, the-dark-side]",0374168520,9780374168520
Nick Flynn,My Feelings: Poems,"Every dismissive thought you could have about Nick Flynn's feelings — or, by extension, a book called <em>My Feelings</em> — he's thought already. ""<em>Inappropriate,"" ""extravagant,"" ""misguided,"" ""entitled,"" ""f***** up""</em> ... he writes them down and crosses them out. What do we gain, after all, by pretending we're above our own emotions? So the poet, playwright and memoirist lays it out: the lingering ache of one lost parent, the sharp shock of losing another, the baffling surprises of fatherhood, the dark jokes of addiction. Some of the poems are elaborate and abstracted; others are spare, plain and transparently personal. But they all ring true, and a few linger long after the book is shut.","[staff-picks, family-matters, poetry, seriously-great-writing, the-dark-side]",1555977103,9781555977108
Juan Felipe Herrera,Notes On The Assemblage,"<p class=""text"">The latest collection from Juan Felipe Herrera, the nation's new poet laureate, covers an expansive range of forms: elegies for lost friends, long polyvocal narratives, <a href=""http://www.poetryfoundation.org/learning/glossary-term/ekphrasis"" target=""_blank"">ekphrastic poems</a>, language splintered into shapes. Frequently profound and often furious, the collection is at its most agonized when Herrera rages against an epidemic of unjust deaths: ""& your body's / on the fence & your ID's in the air & the shots / get fired."" He even fits danger and sorrow into white space:</p>

<pre>
       you throw a stone
i throw                 a stone
i                              throw a stone
you                                         throw a stone
then a rocket
a rocket                                                 comes down
</pre>","[staff-picks, poetry]",0872866971,9780872866973
Ta-Nehisi Coates,Between The World And Me,"Conceived as a letter from author Ta-Nehisi Coates to his son, this book punches way above its weight as provocation and analysis. Coates aims to unsettle complacency with research and bracing rhetoric. His book's central question — ""How do I live free in this black body?"" — is far less haunting, Coates argues, than the ever fresh episodes of violence against the black bodies that made this nation possible. In beautiful prose, Coates bequeaths to his child the clear-eyed approach of his parents, ""who never tried to console me with ideas of an afterlife and were skeptical of preordained American glory."" Those gifts, he maintains, make it possible for him to pose unanswerable questions without fearing the consequences. Some readers may regard his conclusions as grim; others are likely to find them liberating.","[staff-picks, biography-and-memoir, book-club-ideas, eye-opening-reads, family-matters, identity-and-culture, nonfiction, rather-short, seriously-great-writing]",0812993543,9780812993547
Elijah Wald,"Dylan Goes Electric! Newport, Seeger, Dylan, And The Night That Split The Sixties","All folk music lovers think they know what happened at the 1965 Newport Folk Festival when a scruffy, much loved American protest singer whipped out a Stratocaster. The musical disruption that followed rivals the 1913 premiere of Igor Stravinsky's <em>Rite of Spring.</em> Fortunately, cultural historian Elijah Wald wasn't content to let sleeping legends lie. Wald revisits Bob Dylan's infamous set through contemporary accounts (including pages from one fan's scrapbook) and interviews with surviving participants. The result leaves those of us who weren't there wishing we had been. It's rollicking, poignant and fun.","[staff-picks, for-history-lovers, for-music-lovers, nonfiction]",0062366688,9780062366689
Gary Rivlin,Katrina: After The Flood,"Investigative reporters have long followed this rule from the 1976 film <em>All The President's Men:</em> ""Follow the money."" Gary Rivlin applies that dictum to power, politics and planning in New Orleans before and after its infamous 2005 deluge. His book focuses on the central role of black-owned Liberty Bank in the redevelopment of neighborhoods inhabited largely by African-American professionals. At the same time, Rivlin offers a strong, infuriating argument that Katrina was a catastrophe decades in the making, abetted by the powers that be on the local, state and national level. The narrative includes heroes, too: Liberty Chief Executive Alden McDonald, the publishers of the monthly <em>New Orleans Tribune,</em> and the endearingly bourgeois, resourceful and indomitable Wall sisters of New Orleans East.","[staff-picks, for-history-lovers, nonfiction, rather-long]",1451692226,9781451692228
Sarah Vowell,Lafayette In The Somewhat United States,"With the guy's glorious French mug now frowning down at us from statues across the country, it may be tough to believe that the Marquis de Lafayette (""best friend"" to a fledgling United States) was ever anything other than marble. Happily, Sarah Vowell's funny, unpretentious meander through history is ready to remind us that Lafayette, the man who helped the patriots find their footing in the American Revolution, was once a teenager, too. Vowell may not take herself (or her subjects) too seriously, but her smirk never stands in the way of a good yarn. She manages a quick, quippy -- and edifying -- history of our ""all-American inability to get our s - - - together.""","[staff-picks, biography-and-memoir, for-history-lovers, funny-stuff, nonfiction]",1594631743,9781594631740
"Ludmila Ulitskaya, translated by Polly Gannon",The Big Green Tent: A Novel,"Ludmila Ulitskaya's novel leaps whole decades in a single bound, weaves intricate webs of connection between dozens of characters — and sure makes brief recommendations like this one a hell of a task. How best to label it? A coming-of-age tale of three boyhood friends? A record of Soviet dissident artists, a novel of manners, a historical thriller, a story of mentors and students? Somehow, it manages to slip into every one of these categories (and more) — and then to defy them in turn. At once vast, intimate and riveting, it eludes a 100-word summary. So, instead, I'll say just three: Please read it.","[staff-picks, for-art-lovers, for-history-lovers, historical-fiction, rather-long, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",0374166676,9780374166670
"Máirtín Ó Cadhain, translated by Alan Titley",The Dirty Dust: Cré Na Cille,"Chances are, unless you've been brushing up on your modern Irish, you haven't read Máirtín Ó Cadhain or this 1949 novel. But don't sweat it: Very few in the English-speaking world had, either, until it finally got an English translation this year. The book, a foul-mouthed gabfest between corpses in a small-town graveyard, can be a tough one to pin down. It's at once simple in premise and complex in execution; and while not much of note actually happens, its playful turns of phrase — and remarkably inventive profanity — give a lot of bawdy life to this challenging dialogue of the dead.","[staff-picks, science-fiction-and-fantasy, seriously-great-writing, tales-from-around-the-world, the-dark-side]",0300198493,9780300198492
Patrick deWitt,Undermajordomo Minor: A Novel,"Poor Lucy. The leading man of Patrick DeWitt's book isn't much to write home about — or look at, or listen to. Lucien Minor is a liar who's no good at lying, an underling to a castle servant and, what's more, a suitor to a taken woman. Still, he makes for a fitting guide — charmingly befuddled and besieged by circumstance — in this twist on the common folk tale. DeWitt takes on familiar tropes just to turn them on their heads, and the results are by turns funny, fascinating and often plain weird — a bit like Lucy himself.","[staff-picks, funny-stuff, love-stories, tales-from-around-the-world]",0062281208,9780062281203
Andrei Soldatov and Irina Borogan,The Red Web: The Struggle Between Russia's Digital Dictators And The New Online Revolutionaries,"<em>The Red Web</em> is an exploration of how the Russian state uses the Internet as a tool for surveillance and cyberaggression while dissidents are trying to use it as a channel for free expression. It reads like a spy novel, and there's a lot of fascinating history about the state campaign to control information, from Soviet times to today. It's a great piece of investigative reporting.","[staff-picks, eye-opening-reads, for-history-lovers, its-all-geek-to-me, nonfiction, tales-from-around-the-world]",1610395735,9781610395731
Matthew Palmer,Secrets Of State,"In his second novel, Matthew Palmer plunges into the murky world of Washington consulting firms full of former insiders who have trouble giving up their stock in power and influence. The story revolves around suspicions of fake intelligence manufactured to provoke India and Pakistan to up their nuclear rivalry. Conspiracy theorists will enjoy the shadowy world of The Stoics, a secret group of government bureaucrats who are determined to reshape the world by circumventing official policy. The story is so captivating you can't help but wonder if it might be slightly plausible.","[staff-picks, mysteries-and-thrillers, the-dark-side]",0399165711,9780399165719
Steven Lee Myers,The New Tsar: The Rise And Reign Of Vladimir Putin,"If you are perplexed and intrigued by the enigmatic Vladimir Putin, you'll want to read this biography. Steven Lee Myers goes behind and beyond the stereotypes of a workaholic leader driven by the humiliation and chaos of the collapse of the Soviet Union. Reserved and suspicious by nature, Putin is determined to project Russia as a great power and to unify the country with him at its center. His motivations — for everything from hosting the Olympics to getting involved in Ukraine and Syria — are a lot clearer thanks to Myers' detailed reporting.","[staff-picks, biography-and-memoir, eye-opening-reads, for-history-lovers, nonfiction, rather-long, tales-from-around-the-world]",0307961613,9780307961617
David McCullough,The Wright Brothers,"Most school kids know that Wilbur and Orville Wright were the first to fly a mechanized plane, but the brothers' story is so much more than that simple fact, as David McCullough lays out in his typical crisp and compelling style. Wilbur and Orville were an unlikely pair, complementing each other at every stage and thriving in their insular world. McCullough also explores their sister Katharine's instrumental contributions to their success, and explains how she, too, took to the skies. More than a century later, the Wright family trials and successes are as captivating as if they had taken place last year.","[staff-picks, biography-and-memoir, eye-opening-reads, family-matters, for-history-lovers, nonfiction]",1476728747,9781476728742
Chinelo Okparanta,Under The Udala Trees,Ijeoma is a young girl growing up in the difficult years following Nigeria's 1967 Biafran War. But coming of age in a war-torn country isn't her only challenge: She's also struggling to balance her taboo same-sex relationship with her mother's (and her society's) expectations. Chinelo Okparanta's writing is so immersive that even readers who have nothing in common with Ijeoma will feel like they've lived her experience. I couldn't put the book down and even pulled an all-nighter to finish it (then was a zombie at work the next day). Plan your schedule around this binge read!,"[staff-picks, eye-opening-reads, family-matters, historical-fiction, identity-and-culture, love-stories, realistic-fiction, tales-from-around-the-world]",0544003446,9780544003446
"Maryrose Wood, illustrated by Eliza Wheeler",The Unmapped Sea,"I never counted the months to a book's publication until I finished listening to Book IV of the <em>Incorrigible Children of Ashton Place</em> series and howled for more. It's a droll, fantastic tale of children who were raised by wolves and are guided through danger and artistic development by their sensible and endearing teenage governess, Penelope. Their invented phrases (like ""optoomuchstic"": hopeful in that way that sets the stage for perilous disappointment) have made it into my family's everyday conversation. With its spent children ""draped over the furniture, limp as empty coats"" and ominous encounters with beet nobility, finishing <em>The Unmapped Sea</em> left me counting the months once again. (For ages 8 to 12)","[staff-picks, family-matters, funny-stuff, kids-books, science-fiction-and-fantasy]",0062110411,9780062110411
Michael Wolff,Television Is The New Television: The Unexpected Triumph Of Old Media In The Digital Age,"Only a world-class iconoclast would take on media's biggest slab of conventional wisdom: that television will soon be killed by digital platforms. But media columnist and author Michael Wolff — whose enemies list is so long, he fills the book's back page with insults from <em>The New York Times</em> and Gawker — is just that pot-stirrer. His book argues that our love for shiny new concepts has blinded us to a simple fact: TV keeps making money while digital media still traffic in pennies, comparatively. And instead of replacing television, digital video outlets like Netflix, Amazon and YouTube are becoming more like TV. Wolff makes his case with the kind of detail only media nerds will read to the end, but his argument is a great way to stop conversation the next time someone tells you your TV is headed for history's dustbin.","[staff-picks, eye-opening-reads, nonfiction]",159184813X,9781591848134
Adam Brookes,Spy Games,"Adam Brookes is quickly becoming a first-rate author of international thrillers. The deft pacing of his second novel, <em>Spy Games,</em> kept me reading every free moment, including workday lunches and cab rides home. What separates Brookes from many others in the genre is that he knows his subject, China, intimately. (Full disclosure: The author and I were colleagues when he served as a BBC correspondent in Beijing in the 1990s.) Brookes has ripped the plot of <em>Spy Games</em> from the headlines of a real-life Communist Party power struggle and set it in London, Ethiopia, Hong Kong and a Chinese casino in the jungles of Myanmar. For an atmospheric tale of intrigue centered on the world's rising superpower, Brookes is your man.","[staff-picks, mysteries-and-thrillers, tales-from-around-the-world, the-dark-side]",0316399906,9780316399906
Oliver Sacks,On The Move: A Life,"Reading <a href=""http://www.nytimes.com/2015/08/16/opinion/sunday/oliver-sacks-sabbath.html"" target=""_blank"">this New York Times essay</a> by Oliver Sacks in mid-August moved me so much that I immediately picked up <em>On the Move,</em> his memoir, and was completely absorbed. It's an intimate, generous and insightful reflection on Sacks' full and varied life: the shock of his mother's rejection when she learned he was gay; his forays into weightlifting, fast motorcycles and drugs; his exceptional career as neurologist and writer; his late-life experience of love in his 70s; and, always, his curiosity and empathy for others. The book is so powerful that when this great scientist-humanist <a href=""http://www.npr.org/sections/health-shots/2015/08/30/436016985/oliver-sacks-was-a-boundless-explorer-of-the-human-brain"" target=""_blank"">died</a> (two weeks after I turned the last page) it felt like a personal loss.","[staff-picks, biography-and-memoir, eye-opening-reads, identity-and-culture, nonfiction, seriously-great-writing]",0385352549,9780385352543
Helen Castor,Joan Of Arc: A History,"It turns out that 15th century France was <em>Game of Thrones</em> without the dragons. Helen Castor spends the first 89 pages of this biography setting up a world of blood and betrayal before Joan even makes her entrance. When the maid finally wades into this political snake pit, her power to  move hearts and armies is both mysterious and astonishing. Castor never goes beyond the bounds of the documents and never succumbs to the modern impulse to psychoanalyze her heroine. As a result, this Joan is a creature of her time: used, destroyed and sanctified to serve the aims of the powerful.","[staff-picks, biography-and-memoir, eye-opening-reads, for-history-lovers, ladies-first, nonfiction, tales-from-around-the-world]",0062384392,9780062384393
Maggie Nelson,The Argonauts,"In Maggie Nelson's short memoir, nearly everything is flexible. Genres, ideas and bodies all bend, re-form and take on new meanings. Through 143 pages, she tells overlapping stories centered on her romance with the gender-fluid artist Harry Dodge and her own pregnancy. She writes in a long, unbroken sequence of short paragraphs into which she weaves quotes and theories by philosophers, child psychologists, artists, critics and loved ones. <em>The Argonauts</em> is Nelson's running log of joy and fear in a time of transition — the never-ending voyage of making a family without a map.","[staff-picks, biography-and-memoir, family-matters, for-art-lovers, ladies-first, love-stories, nonfiction, rather-short, seriously-great-writing]",1555977073,9781555977078
Elisa Albert,After Birth,"Elisa Albert's take on birth, motherhood and female relationships is the antithesis of the treacly cliches that so often surround these well-trod subjects. Her story is messy, devastating and raw — deeply felt and deftly told. Through the experience of Ari, a hard-core feminist party girl/academic, Albert explores the most difficult part of becoming a mother: the eclipsing of your identity and relationships, and the struggle to find your footing in a completely new world. It will leave you marveling at the power women have to survive, to break each other's hearts and, when we're lucky, to rescue one another.","[staff-picks, book-club-ideas, eye-opening-reads, family-matters, ladies-first, realistic-fiction]",0544273737,9780544273733
Nick Hornby,Funny Girl,"No, this isn't Nick Hornby's take on the classic Barbra Streisand musical, but rather the story of a <em>different</em> funny girl. Sophie Straw is a Lucille Ball devotee and small-town beauty queen who moves to London and lands the lead role in a BBC sitcom. But this isn't just Sophie's story; Hornby lovingly creates an ensemble of writers, producers and actors trying to make light entertainment during the turbulent 1960s. <em>Funny Girl</em> explores the roles of highbrow and lowbrow entertainment, and what it means when art imitates life. The result is a charming, sweet book that's not at all as fluffy as the sitcom at its center.","[staff-picks, book-club-ideas, historical-fiction, realistic-fiction, tales-from-around-the-world]",1594205418,9781594205415
Rebecca Stead,Goodbye Stranger,<em>Goodbye Stranger</em> centers on a group of middle-school girlfriends who are determined to stick together as each grapples with how she defines (and then redefines) herself. Bridge has a new friend who's a boy (does that make him a boyfriend?); Emily has new curves; Tabitha is discovering her inner activist; and a mystery high school girl experiences a Valentine's Day drama that will affect them all. It's a funny and warm page-turner that challenges conventional wisdom about mean girls and social media. (For ages 10 and up),"[staff-picks, funny-stuff, kids-books, love-stories]",0385743173,9780385743174
Thanhhà Lại,"Listen, Slowly","<em>Listen, Slowly</em> is a sort of reverse migration-adventure story. It follows Mai, a Vietnamese-American middle schooler, as she travels back to her family's home country for one summer. She's there to look after her grandmother and to help discover the truth about what happened to her grandfather during the Vietnam War. Author Thanhhà Lại immerses both Mai and the reader in Vietnamese life, and she infuses the book with humor as well. (For ages 8 to 12)","[staff-picks, family-matters, funny-stuff, identity-and-culture, kids-books, tales-from-around-the-world]",0062229184,9780062229182
Jihyeon Lee,Pool,"<em>Pool</em> by JiHyeon Lee is a gorgeous fantasy. The wordless picture book takes readers, and its two protagonists, away from an overly crowded pool to a world far below where you can frolic with wondrous sea creatures big and small. The colored pencil and pastel drawings — engaging, playful and warm — will have you roving the pages for little treasures. Since <em>Pool</em> is Lee's first book, I can't wait to see what she creates next. (For ages 3 to 5)","[staff-picks, kids-books, science-fiction-and-fantasy]",1452142947,9781452142944
Katherine Heiny,"Single, Carefree, Mellow: Stories","Nina is sleeping with her running partner; Sasha has agreed to meet her lover's wife for a drink; and Gwen is in love with her roommate. Each story in Katherine Heiny's collection doles out gems that are so authentic and outrageous I wanted to read them out loud to a friend over the phone — like the opening lines of the story ""Blue Heron Bridge"": ""The worst thing about the affair, Nina thought, was that it made her so impatient with the children."" Be ready to laugh and hoot, and then buy <em>Single, Carefree, Mellow</em> for all your girlfriends — but probably not your mother-in-law.","[staff-picks, book-club-ideas, funny-stuff, ladies-first, lets-talk-about-sex, love-stories, poetry, realistic-fiction, seriously-great-writing]",0385353634,9780385353632
Jeanne Birdsall,The Penderwicks In Spring,"Oh, the Penderwicks! They're that creative, messy family you wish you lived next door to. This fourth installment of their story sees Batty, one of five sisters, come of age while the oldest sister, Rosalind, goes off to college. As with any series, I started reading it with nervous anticipation: Would my twin daughters and I still like them? Would they be true to who we've grown to know? Yes and yes. With <em>The Penderwicks in Spring,</em> Jeanne Birdsall has once again given us the gift of sisterly love. (For ages 8 to 12)","[staff-picks, family-matters, kids-books]",0375870776,9780375870774
Kevin Henkes,Waiting,"Kevin Henkes is an amazing author — from picture books to young adult novels, his range of skill is without match — so it's no surprise that his latest picture book, <em>Waiting,</em> is so terrific. In it, a collection of toys sits in a windowsill, each of them waiting for something. There isn't a child in the picture, so the reader plays that role. Henkes creates a dance of words and pictures — subtle, simple and clever — that rewards the careful observer. <em>Waiting</em> is perfect for night after night after night of reading and rereading. (For ages 4 to 8)","[staff-picks, kids-books]",0062368435,9780062368430
Jason Matthews,Palace Of Treason: A Novel,"A beautiful Russian double agent, a jealous boss who wants to kill her, and Vladimir Putin in her bedroom watching her sleep?  Jason Matthews has written a worthy follow-up to his 2013 best-seller, <em>Red Sparrow.</em> His heroine, Dominika Egorova, has been promoted to a captain of the SGV (KGB 2.0) and, to complicate things, she and her CIA boss are in love and the Russian president has the hots for her. Add a staggering body count, countless twists and turns, and a few grisly torture scenes, and you have yourself a whopper of a read. Fasten your seat belts.","[staff-picks, love-stories, mysteries-and-thrillers, tales-from-around-the-world, the-dark-side]",1476793743,9781476793740
Elizabeth Alexander,The Light Of The World: A Memoir,"Elizabeth Alexander is probably best-known as the poet who read at Barack Obama's first inauguration, but she may be remembered for <em>The Light of the World.</em> This slim book chronicles her 15-year marriage to an Eritrean Renaissance man. Together, they created a happy household that was a magnet for friends and family. When he died just before his 50th birthday, Alexander was inconsolable. Her memoir recounts, in luminous language, how she slowly swam through almost paralyzing grief to break through the surface again and find new life for herself and her sons. Even at its saddest, Alexander's lyricism shines through.","[staff-picks, biography-and-memoir, book-club-ideas, family-matters, love-stories, nonfiction, seriously-great-writing]",1455599875,9781455599875
"Michelle Knudsen, illustrated by Matt Phelan",Marilyn's Monster,"Marilyn has a problem: Her monster hasn't arrived yet. In Marilyn's world, you're supposed to wait for your monster and not go out looking for it, but Marilyn takes matters into her own hands in this lovely, exciting tale. Not a lot of books meant for kids have tension, multiple levels and drawings that endlessly fascinate, but this one does. I've read it to kids as young as 3 and as old as 9 and they all asked for it again. My takeaways: Sometimes you have to push boundaries to get what you want — and monsters aren't that scary if they need to be rescued. (For ages 4 to 8)","[staff-picks, kids-books, science-fiction-and-fantasy]",0763660116,9780763660116
Anne Tyler,A Spool Of Blue Thread: A Novel,"To me, reading an Anne Tyler book is like hanging out with an old friend: You open the book to the first page and emerge three hours later surprised that so much time has gone by. <em>A Spool of Blue Thread</em> fits perfectly into that mold. Abby and Red Whitshank are getting old and their four children are eager to help them stay in the beloved family home. Sibling rivalries flare up; family secrets are spilled; and the Whitshanks emerge bruised but a little wiser at the end of it all. Pull up a comfortable chair and enjoy yourself.","[staff-picks, book-club-ideas, family-matters, realistic-fiction]",1101874279,9781101874271
"Orhan Pamuk, translated by Ekin Oklap",A Strangeness In My Mind: A Novel,"In <em>A Strangeness in My Mind,</em> Nobel Prize-winning author Orhan Pamuk chronicles the life of his hometown, Istanbul, through the eyes of a street peddler named Mevlut. He's one of millions who migrated from the countryside beginning in the 1950s. As Mevlut wanders the hidden corners of Istanbul selling <em>boza,</em> a traditional Turkish drink, readers get a glimpse of the religious, economic and political forces swirling through the rapidly changing city. Meanwhile, on the home front, Mevlut's elopement with a woman he never meant to marry turns into an enduring love. Pamuk's fondness for both his character and his city shines through on every page.","[staff-picks, historical-fiction, love-stories, rather-long, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",0307700291,9780307700292
Lauren Groff,Fates And Furies: A Novel,"I fell in love with Lauren Groff's writing in her 2012 novel, <em>Arcadia.</em> My admiration continues with <em>Fates and Furies,</em> though this time I was also sucked in by a plot that had me sneaking off to read the book while laundry piled up and chores went undone. It's the story of the marriage between Lotto, short for Lancelot, and Mathilde. They meet and marry in a rush of passion. He expects only good things from life, and with Mathilde by his side he has both love and success. But their story is told in two parts, and when we see the marriage from Mathilde's perspective, it takes on a darker sheen. Enough said. Forget the laundry, just dig in.","[staff-picks, book-club-ideas, family-matters, love-stories, realistic-fiction, seriously-great-writing, the-dark-side]",1594634475,9781594634475
Kelly Link,Get In Trouble: Stories,"These days some of my favorite reading experiences are those books and stories where fantasy, science fiction and realism get all mixed up in a deliciously intriguing package. Kelly Link's collection, <em>Get in Trouble,</em> falls into that category. Each story introduces you to another world, from boyfriends who are literally unreal to a superpowered lovers' reunion in a ghostly theme park. The first story, ""The Summer People,"" begins as a straightforward tale of a girl in rural North Carolina, and gives no hint of the mysterious place it will take you before it is over. Link has a gift for creating characters with emotional lives that feel deeply human even in situations that bear no relation to reality.","[staff-picks, poetry, science-fiction-and-fantasy, seriously-great-writing]",0804179689,9780804179683
Mat Johnson,Loving Day: A Novel,"Mat Johnson likes to say that being biracial is an optical illusion: The son of an African-American mother and an Irish-American father, Johnson grew up looking white but feeling black. <em>Loving Day</em> is his satirical take on what it means to be biracial in America. In it, Warren Duffy, who shares some biographical traits with Johnson, discovers during a midlife crisis that he has a teenage daughter. His desire to make her comfortable in her biracial skin leads him to a mixed-race commune full of odd characters and misfits. Johnson's heightened awareness of racial ambiguity, coupled with a keen sense of humor, are on full display.","[staff-picks, book-club-ideas, family-matters, funny-stuff, identity-and-culture, love-stories, realistic-fiction]",0812993454,9780812993455
Noelle Stevenson,Nimona,"Nimona, the shape-shifting title character of this graphic novel, has a penchant for mischief, mayhem and turning into a shark. She enlists herself as sidekick to the villainous Lord Ballister Blackheart, and pursued by Blackheart's nemesis, Sir Ambrosius Goldenloin, the two set out to destroy ""the Institution."" Noelle Stevenson's charming art blends a medieval setting with futuristic technology, and her writing both delights and takes the book to surprising emotional depths.","[staff-picks, comics-and-graphic-novels, science-fiction-and-fantasy, young-adult]",0062278231,9780062278234
Paul Fischer,"A Kim Jong-Il Production: The Extraordinary True Story Of A Kidnapped Filmmaker, His Star Actress, And A Young Dictator's Rise To Power","In the late 1970s, South Korea's top director and his star actress were kidnapped and shipped to North Korea, where they were forced to create films for the Hollywood-obsessed Kim Jong Il. After years of propaganda films, bizarre dinner parties and excruciating torture, the pair finally managed to escape. This book reads so much like a thriller you sometimes have to stop and remind yourself it's completely true. Paul Fischer gives a fascinating look inside Kim's manic imagination and the tenacity of two people who found themselves in a situation right out of a movie.","[staff-picks, eye-opening-reads, for-history-lovers, mysteries-and-thrillers, nonfiction, tales-from-around-the-world]",1250054273,9781250054272
Toni Tipton-Martin,The Jemima Code: Two Centuries Of African American Cookbooks,"For some, just thinking about Aunt Jemima evokes uncomfortable feelings — anger, maybe even guilt or shame,  over a racial stereotype of a black woman who's happiest in the kitchen getting ready to serve her white folks. But just who were the real Aunt Jemimas — the real cooks and chefs whose skill did so much to define American cuisine? To find out, food writer Toni Tipton-Martin (no relation) dived into her collection of 300 or so African-American cookbooks, some of which date back almost 200 years. Martin shares what she learned in the lavishly-illustrated <em>Jemima Code.</em> It's that rare coffee table book that serves up important history and compelling imagery in digestible, bite-size chunks that still stick to your ribs.","[staff-picks, cookbooks-and-food, eye-opening-reads, for-history-lovers, identity-and-culture, nonfiction]",0292745486,9780292745483
Barry Moser,We Were Brothers,"When people are called upon to defend certain ideas and beliefs, they often say, ""That's just the way I was raised."" But what about those who were raised the exact same way and, for whatever reason, change? Barry Moser's memoir is about just that. The acclaimed artist and illustrator describes the very different paths he and his late brother, Thomas, took on the subject of race. Their differences — not just about race but also how to treat one another — led to such a rift that they barely spoke for nearly four decades. Moser's book is readable in its own right but might prove especially poignant and comforting to people navigating difficult family relationships.","[staff-picks, biography-and-memoir, book-club-ideas, eye-opening-reads, family-matters, identity-and-culture, nonfiction, rather-short]",1616204133,9781616204136
Wil Haygood,Showdown: Thurgood Marshall And The Supreme Court Nomination That Changed America,"It is no small feat to weave a rich, compelling book out of a Senate Judiciary confirmation (I suspect some might yawn even just reading that sentence) but it helps when the year is 1967 and the subject is late Supreme Court Justice Thurgood Marshall, the first African-American to serve on the high court. It also helps when the writer is Wil Haygood, who has a knack for injecting drama and spark into legal and legislative proceedings. Within the framework of the fiery five-day hearing, Haygood uses Marshall's career as a lens to explore the complexities and contradictions of American race relations.","[staff-picks, biography-and-memoir, for-history-lovers, nonfiction, seriously-great-writing]",0307957195,9780307957191
Sarah Hepola,Blackout: Remembering The Things I Drank To Forget,"Where to go when you're a young woman aching for adventure? To the tavern, if you're Sarah Hepola. There she became the woman she longed to be: fearless, funny, sexual, tough. Alcohol was ""the gasoline of all adventure,"" until she was forced to admit that she had flamed out. This funny, confident memoir details how Hepola created a life unfueled by ethanol without disowning the wild woman within.","[staff-picks, biography-and-memoir, eye-opening-reads, lets-talk-about-sex, nonfiction, the-dark-side]",1455554596,9781455554591
Steve Silberman,NeuroTribes: The Legacy Of Autism And The Future Of Neurodiversity,"It's easy to think of a medical diagnosis like autism as something that's black and white; you either are or you aren't. In his masterful history of that disorder, Steve Silberman examines the myths surrounding the condition. He says for decades the definition of autism was manipulated to suit scientists' career and political ambitions. But <em>NeuroTribes</em> is more than the story of how those on the autism spectrum have been wronged; it also shows how those same people have come together (through shared interests like ham radios and science fiction) and are forcing society to rethink ""normal.""","[staff-picks, book-club-ideas, eye-opening-reads, for-history-lovers, nonfiction, rather-long]",158333467X,9781583334676
Helen Macdonald,H Is For Hawk,"U.K. writer Helen Macdonald's breathtakingly beautiful account of training a hawk after her father's death also tells the gripping parallel story of great English writer and falconry aficionado T.H. White, whose series of Arthurian novels established him as a sort of spiritual patriarch for British writers interested in their country's pre-Christian mythology. But White was also a conflicted sadist whose passion for hawks was partly an attempt to control his own savage impulses. Who could have imagined a study of hawk-human communion could also be a brilliant reflection on nature, nationalism, loneliness and family tragedies?","[staff-picks, biography-and-memoir, book-club-ideas, nonfiction, seriously-great-writing, tales-from-around-the-world]",0802123414,9780802123411
