author,title,text,tags,isbn,isbn13
Robert Kanigel,Eyes On The Street: The Life Of Jane Jacobs,"Perhaps it's not as momentous as Henry Hudson sailing into New York Harbor in 1609, but Jane Jacobs' 1934 arrival in Greenwich Village (at age 18) also changed the city's history. Jacobs fought to save Washington Square and the Village itself from Robert Moses' plan to build an expressway through the heart of Lower Manhattan; and she drew on her life as a downtown mother of three to inform her classic, <em>The Death and Life of Great American Cities.</em> Like Jacobs, author Robert Kanigel is a lively writer, and <em>Eyes on the Street </em> is an all too rare biography of the making of a <em>female</em> public intellectual.","[staff-picks, biography-and-memoir, for-history-lovers, ladies-first, nonfiction, rather-long]",0307961907,9780307961907
"Jody Houser, illustrated by Francis Portela and Marguerite Sauvage",Faith Volume 1: Hollywood And Vine,"The radiant Faith is long overdue in comics. This superhero who fights crime using powers of flight and telekinesis is formidable, pulchritudinous and — remarkably, unabashedly — fat. The art both caresses and celebrates Faith's ovoid belly and double chin; the phenomenal subversive power of a fat female body in motion makes her larger than life in a way many other female superheroes seem to struggle to be.","[comics-and-graphic-novels, ladies-first, science-fiction-and-fantasy]",1682151212,9781682151211
Sarah Glenn Marsh,Fear The Drowning Deep,"Sarah Glenn Marsh paints a portrait of a little Manx fishing village in 1913, where people are disappearing and mythical creatures may be to blame. Bridey has hated the sea ever since it took her grandfather away, and all she wants to do is leave the island behind forever. But when she finds a mysterious young man washed up on the beach, she will have to put aside her terror of the sea to protect her loved ones. Fans of folklore-influenced YA will find this to be a satisfying use of familiar material.","[family-matters, historical-fiction, ladies-first, science-fiction-and-fantasy, young-adult]",1510703489,9781510703483
M.R. Carey,Fellside,"Mike Carey (of the <em>Lucifer</em> and <em>Unwritten</em> graphic novels) writes the kind of novels that are best experienced with no advance information, even of the genre involved. Both his 2014 novel <em>The Girl With All The Gifts</em> and 2016's <em>Fellside</em> pull tremendous tension from their reveals, as they start in one story mode and transform over time, with careful teases to keep readers guessing. But for the distrustful: This supernatural fantasy reads like a marriage between Stephen King and Charles De Lint, with a touch of <em>Orange Is The New Black</em> and a little modern young adult fiction for extra flavor.","[ladies-first, rather-long, science-fiction-and-fantasy, the-dark-side]",0316300284,9780316300285
Floyd Cardoz,Flavorwalla: Big Flavor. Bold Spices. A New Way To Cook The Foods You Love,"<em>Flavorwalla</em> (or ""vendor of flavors"") is chef Floyd Cardoz's exciting contribution to the bustling market of ""chef cooks at home"" books, and it's simultaneously more user-friendly than the typical chef book and more exciting than the typical home-cooking book. Why shouldn't you drizzle your roast broccoli in lime and honey? Why wouldn't you add pomegranate seeds and crushed peanuts to white beans? Fresh and unexpected as a hit of citrus zest where you least expected it, <em>Flavorwalla</em> has much to offer cooks whose sense of adventure is greater than their free time.",[cookbooks-and-food],1579656218,9781579656218
Anne Carson,Float,"<em>Float</em> is an uncontained delight. This collection of loose chapbooks — poems, lists, essays, speeches — can be read in any order. Cryptic, antic and funny, all contain sparks of something truly original. The subjects are often classical but range from Zeus to the artist Yves Klein to Joan of Arc to her brother's widow (""she dies / in April 2010 of alcohol and indescribable longing""). Anne Carson's thoughts feel like anarchic rainfall, a fresh shower, an escape.","[poetry, seriously-great-writing]",1101946849,9781101946848
Beverly Jenkins,Forbidden,"In post-Civil War Nevada, wealthy and powerful rancher Rhine finds Eddy lost and near death in the desert, and nurses her back to health — but though Rhine comes to desire her, he can't act on it. Eddy is black, and Rhine's business, wealth, status and security all rest on the fact that he is passing as white. If you like vivid characters inhabiting underexplored but fascinating American history, in stories overflowing with scorchingly unresolved sexual tension, this is definitely a book for you.","[book-club-ideas, eye-opening-reads, historical-fiction, identity-and-culture, lets-talk-about-sex, love-stories]",0062389009,9780062389008
Ashley Bryan,"Freedom Over Me: Eleven Slaves, Their Lives And Dreams Brought To Life","In this moving, beautifully illustrated picture book, Ashley Bryan uses historical documents to evoke the lives of 11 slaves who were sold during the 1828 dissolution of a Southern plantation. Using a combination of free verse and illustration, Bryan elegantly accomplishes a challenging feat: honoring the work of these slaves, imagining the pride they might take in that work and celebrating their rich interior life without ever muting our awareness of the oppressive framework that defined their lives and their existence in America. A stunning book and a wonderful, accessible demonstration of the artistic potential of primary source research. (For ages 6 to 10)","[eye-opening-reads, family-matters, for-history-lovers, identity-and-culture, kids-books, nonfiction, poetry]",1481456903,9781481456906
Jennifer L. Holm,Full Of Beans,"The irrepressible Beans Curry is at the heart of this rollicking whopper of a Depression-era story. Always scheming to make a few extra nickels, Beans is not above working for a shady character or two, especially since it beats babysitting. When a stranger shows up in his hometown of Key West, Fla., with a plan to turn it into a tourist destination, Beans finds himself right in the middle of the action. Author Jennifer Holm keeps the laughs coming in this colorful story that captures the small town dynamics of another era. (For ages 8 to 12)","[funny-stuff, historical-fiction, kids-books]",0553510363,9780553510362
Colin Dickey,Ghostland: An American History In Haunted Places,"The good news: Nothing's really haunted except by the spirits we imagine for ourselves. The bad news: We'll make anything haunted. The great news: There's <em>Ghostland</em>. Colin Dickey gets to the heart of the matter over and over, skirting any tourist-trap sensationalism in favor of historical context that touches on the longing and tragedy underneath ghost stories. It's a tour of America's haunted places that takes an insightful look at how ghost stories are made, how ghosts and historical visibility are so tightly intertwined, and why we keep looking for the dead.","[eye-opening-reads, for-history-lovers, nonfiction, the-dark-side]",1101980192,9781101980194
Raina Telgemeier,Ghosts,"<em>Ghosts</em> is the latest comic from Raina Telgemeier, and darn it if her books don't just keep getting better. She's got a real connection with middle-graders who are skirting puberty and having just as much fun with it as you did (amirite?). <em>Ghosts</em> tells the story of Cat and her little sister Maya, who've moved to the spooky and beautifully drawn Northern California town of Bahia de la Luna — it's windswept and wet and the sun rarely shines, but the ocean air is meant to help with Maya's cystic fibrosis. Maya is exuberant and outgoing despite the illness; Cat is more withdrawn and protective. Cat and Maya come face to face with two scary things: a cute boy, and some ghosts that frequent the town. What follows is a wonderful experience from panel to panel — and the rare book that doesn't talk down to middle schoolers about death.","[staff-picks, comics-and-graphic-novels, family-matters, identity-and-culture, young-adult]",0545540623,9780545540629
Robin Wasserman,Girls On Fire: A Novel,"Robin Wasserman's terrifying thriller is the story of two teenage girls, outcasts in their small western Pennsylvania town in the early 1990s. The girls' hatred of a popular classmate quickly takes a dark turn that just keeps getting darker. Wasserman's novel turns the Satanic panic of the Reagan-Bush years on its head, and the result is a novel that's terrifying, upsetting and hypnotically beautiful. There's not a false step in it, and you never want it to end, although you know it has to. It's an inferno of a book — brutally gorgeous — and you know it could explode at any time, but you can't turn away, even for a second.","[book-club-ideas, ladies-first, lets-talk-about-sex, mysteries-and-thrillers, seriously-great-writing, the-dark-side]",0062415484,9780062415486
Max Porter,Grief Is The Thing With Feathers: A Novel,"In his masterful debut novel <em>Grief is the Thing with Feathers,</em> Max Porter offers a poetic and beautifully rendered meditation on love, grief and the transformative power of art. Told in compressed yet striking prose, it centers on a husband — a father of two boys — who is trying to process his wife's sudden, accidental death. Each sentence and page carries the air of a song, drawing in the reader with its deep wisdom and dazzling language.","[family-matters, rather-short, seriously-great-writing, the-dark-side]",1555977413,9781555977412
Margaret Atwood,Hag-Seed,"Margaret Atwood's best books delve deep into her characters' souls, but her funniest work is faster and broader. Her retelling of <em>The Tempest</em> is the latter: a modern farce that casts a small-town theater director as Prospero and the local bureaucrats as his usurpers. Atwood taps into <em>The Tempest</em>'s rage and grief and finds unsettling analogues for Miranda and Ariel that waver between realism and fantasy. But the book's meta humor is its lifeline. Atwood blurs the lines between the director's life and his art, turning the book into a simultaneous meditation on mourning and a lively, silly trip down the rabbit hole.","[book-club-ideas, family-matters, realistic-fiction]",0804141290,9780804141291
"Lin-Manuel Miranda, Jeremy McCarter",Hamilton: The Revolution,"Not all of us <em>Hamilton</em> nerds will be lucky enough to be in the room where it happens. But poring over the musical's accompanying book will help soothe your <em>Hamilton</em> obsession while you wait to hear back about today's ticket lottery. I recommend you put on the cast album, curl up on the couch and begin dissecting every essay, every footnote, every sketch and every historical document. I won't spoil any of the Easter eggs jam-packed into the production. But let's grab a drink when you're finished so we can discuss every detail.","[staff-picks, for-art-lovers, for-history-lovers, for-music-lovers, its-all-geek-to-me, nonfiction]",1455539740,9781455539741
Jennifer Haigh,Heat And Light: A Novel,"Jennifer Haigh grew up in Pennsylvania coal country. In this novel, she explores what happens when fracking comes to a fictional version of her hometown. The story is told from multiple perspectives, starting with a cocky salesman set on convincing locals to license their land for natural gas drilling. A prison guard who dreams of farming the land he owns sells his rights. An organic farmer says no. Through the reactions and interactions of Haigh's large cast of characters, we see how the controversies around fracking play out in corporate America, in the environmental movement, and in one small town where people must live with the consequences of their decisions.","[staff-picks, book-club-ideas, family-matters, realistic-fiction]",0061763292,9780061763298
Nicole Dennis-Benn,Here Comes The Sun: A Novel,"Set in the fictional Jamaican town of River Bank, this novel follows three women struggling to keep their lives together in the wake of a long drought and a series of personal tragedies. Nicole Dennis-Benn's writing is so assured, so gorgeous, that it's hard to believe <em>Here Comes the Sun</em> is a debut novel. There are no wasted words; every sentence is constructed with care and a clear eye. It's a joy to read, but you can tell that each phrase was hard-fought. Dennis-Benn's novel is tough, beautiful and necessary. It feels like a miracle.","[book-club-ideas, identity-and-culture, ladies-first, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",1631491768,9781631491764
Candice Millard,"Hero Of The Empire: The Boer War, A Daring Escape And The Making Of Winston Churchill","Winston Churchill, FDR's stalwart partner in World War II, burned with ambition and visions of grandeur from his earliest years. Candice Millard tells of his quest for fame and glory that landed him in a reckless mess in the South African Boer War. Churchill ended up hiding in a mine before a daring escape as smuggled cargo. Millard's elegant turns of phrase, with just the right detail that brings out Churchill's character, make the book a delightful read. This story places Churchill's later gambles on the world stage into a pattern of what today we would call ""go big or go home.""","[staff-picks, biography-and-memoir, book-club-ideas, eye-opening-reads, for-history-lovers, nonfiction, seriously-great-writing]",0385535732,9780385535731
Margot Lee Shetterly,Hidden Figures: The American Dream And The Untold Story Of The Black Women Mathematicians Who Helped Win The Space Race,"The names Katherine Johnson and Dorothy Vaughan were never taught in any of my history classes. <em>Hidden Figures</em> introduced me to these ""human computers"" — two of the many African-American women who helped the U.S. win the ""Space Race"" in the 1960s. When I finished the book, I was left with a feeling of deep gratitude to author Margot Lee Shetterly for researching and telling these previously untold stories. The book is being adapted into a film — premiering in January — and perhaps these women will finally claim their hard-earned place in American history.","[staff-picks, biography-and-memoir, book-club-ideas, eye-opening-reads, for-history-lovers, identity-and-culture, its-all-geek-to-me, ladies-first, nonfiction, science]",0062363603,9780062363602
John Corey Whaley,Highly Illogical Behavior,"<em>An ambitious high school junior decides to befriend a former classmate and ""cure"" him of his agoraphobia as a way to secure the scholarship she needs to the college of her choice; emotionally fraught high jinks ensue.</em> That's the kind of plot summary that makes you raise both eyebrows, and not necessarily in a good way. But in the hands of John Corey Whaley, it becomes a book that will make you laugh out loud, full of characters that, while highly comic, never lack nuance or feel less than real — a book just heightened enough to crackle with fun, but grounded enough to keep you fully invested in its oddballs.","[book-club-ideas, funny-stuff, realistic-fiction, young-adult]",0525428186,9780525428183
J. D. Vance,Hillbilly Elegy: A Memoir Of A Family And Culture In Crisis,"J.D. Vance walks you through the struggles of white working-class Americans making their way across a broken economic landscape. Ouch: The journey cuts. As he describes his rise from a chaotic home in Ohio's Rust Belt to Yale Law School, he considers the economic changes that make people poor – and the personal failings that can keep them that way. He knows all about the alcoholism, drug abuse and bad work habits that hold some back. But he also sees the heartbreak and dislocation that accompany the loss of mining and manufacturing jobs. His people — ""hillbillies"" — have a story worth hearing.","[staff-picks, eye-opening-reads, family-matters, identity-and-culture, nonfiction]",0062300547,9780062300546
Graeme MaCrae Burnet,His Bloody Project: Documents Relating To The Case Of Roderick Macrae,"<em>His Bloody Project</em> is an ingenious, artful tale of a 19th century triple murder in the Scottish Highlands. Though a novel — and shortlisted for the Man Booker Prize — it masquerades as the tale of a true crime, made up of a collection of historical documents supposedly unearthed by the writer, each new bit shedding further light on what drove a 17-year-old to kill three people — including an infant — in his small crofting community.","[staff-picks, historical-fiction, tales-from-around-the-world, the-dark-side]",1510719210,9781510719217
Yaa Gyasi,Homegoing: A Novel,"The next time I hear someone say ""Oh, please — slavery ended centuries ago; discrimination against African-Americans can't only be the fault of slavery,"" I'm going to recommend this book. Yaa Gyasi's sweeping epic follows two half-sisters and their descendants; one endures the horrors of the Middle Passage to end up enslaved in America. The other remains in West Africa, under colonial rule. Gyasi's skilled storytelling allows readers to understand that although slavery has ended, the concentric ripples of its effect continue to wash up on both shores, even today.","[staff-picks, book-club-ideas, historical-fiction, identity-and-culture, realistic-fiction, tales-from-around-the-world]",1101947136,9781101947135
Lisa Hanawalt,Hot Dog Taste Test,"In cartoonist Lisa Hanawalt's bold, brilliant and bananas collection of comics — and comics essays — she infuses her disparate passions (food, travel, sex, horses) with ebullient humor. Whether she's shadowing avant-garde chef Wiley Dufresne around his kitchen or chronicling the sexual misadventures of various anthropomorphized animals, Hanawalt's eye is bracingly idiosyncratic, her wit sharp, her sensibility defiantly absurd.","[biography-and-memoir, comics-and-graphic-novels, for-art-lovers, funny-stuff, ladies-first, lets-talk-about-sex]",1770462376,9781770462373
Heather Havrilesky,How To Be A Person In The World: Ask Polly's Guide Through The Paradoxes Of Modern Life,"Heather Havrilesky, <em>New York</em> magazine's self-proclaimed ""existential advice"" columnist, is both the first and last person you'd seek out for guidance. On one hand, she'll shake you by the shoulders and tell you the truth. On the other, she's the friend rooting you on, cursing (creatively) all the way. Taking on topics such as ""Am I Too Weird?"" and ""I'm Thirty-Eight and Everything Is Awful,"" Havrilesky abandons the prim and proper and instead delivers delightfully offbeat wisdom with a side of straight talk.","[staff-picks, funny-stuff, identity-and-culture, ladies-first, lets-talk-about-sex, nonfiction]",0385540396,9780385540391
Ruth Goodman,How To Be A Tudor: A Dawn-to-Dusk Guide To Tudor Life,"Did you know the Tudors didn't actually smell that bad? Neither did I, and I've read an awful lot of history books. Historian Ruth Goodman spent three months wearing period-correct linen underthings and changing them every day as the people of the era did, and she stayed relatively stench-free. It's that level of hands-on research that makes <em>How to be a Tudor</em> a delight; from breakfast to brewing to the very occasional bathtime, Goodman is a charming and deeply informed guide.","[staff-picks, book-club-ideas, eye-opening-reads, for-history-lovers, nonfiction]",1631491393,9781631491399
Lawrence Osborne,Hunters In The Dark: A Novel,"This novel about a down-on-his-luck young Englishman in Cambodia reads like a thriller. Lawrence Osborne weaves in the country's past and present, and he has much to say about East and West, but it's really money that drives <em>Hunters In The Dark.</em> Small amounts, the dreams of bigger amounts, the lure of vast amounts — this is a tale of greed, trickery and treachery.  Deft pacing, luscious descriptions of Cambodia and an impeccable sense of impending doom keep the reader hooked all the way through.","[staff-picks, realistic-fiction, seriously-great-writing, tales-from-around-the-world]",0553447343,9780553447347
Patrick Flanery,I Am No One: A Novel,"Patrick Flanery's novel <em>I Am No One</em> asks whether it is more delusional to think you are being watched, or to think you are not being watched. In it, a mild history professor begins to suspect he is under surveillance. Though Flanery undeniably has a point to make, one about privacy in this ""new regime of data collection [that] does not see innocence first but assumes guilt by algorithmic association,"" he resists the obvious at every turn. This is not a polemic — instead, emotional and psychological precision are the order of the day.","[book-club-ideas, mysteries-and-thrillers, the-dark-side]",1101905859,9781101905852
Ed Yong,I Contain Multitudes: The Microbes Within Us And A Grander View Of Life,"This is a book about the millions of microbes that live inside us, and yet — it's not gross! As you might guess from the Walt Whitman reference in the title, Ed Yong is a romantic — and a tremendously fun science writer.  The book took me from laughter to near-theological epiphany, and best of all, it left me with actual facts about bacteria (rather than just vague fears) that I've found can come in handy as I go about my day, living in the world.","[staff-picks, eye-opening-reads, its-all-geek-to-me, nonfiction, science]",0062368591,9780062368591
Luvvie Ajayi,I'm Judging You: The Do-Better Manual,"I have spent entirely too much time gut-laughing at posts and comments on the blog <a href=""http://www.awesomelyluvvie.com/"" target=""_blank"" >AwesomelyLuvvie.com</a>. It's a mix of humorous and often right on the nose commentary about politics, pop culture and fashion, with some popular TV show recaps, social media etiquette tips, and advice. Luvvie Ajayi took her witticisms and had them bound into a <a href="" http://www. http://www.awesomelyluvvie.com/2013/04/luvvie-glossary.html "" target=""_blank"" >wig snatching</a> ""Do-Better"" manual because, as she writes, ""Humans are flawed beings. Some flaws are mere wrinkles, some are cracks and some are the Grand Canyon."" So put your side-eyes on pause and start taking notes so you, too, can do better.","[staff-picks, book-club-ideas, funny-stuff, identity-and-culture, nonfiction]",1627796061,9781627796064
Iain Reid,I'm Thinking Of Ending Things,"A boyfriend takes his girlfriend on a long drive to the remote farmhouse where he grew up. It's dark, it's snowing and the trip feels as doomed as the relationship: She has agreed to meet his parents, though she is ""thinking of ending things."" To say much more might spoil it, but I will add that even a pair of slippers becomes deeply unsettling in author Iain Reid's world. Yep, slippers. The ending won't work for everyone, but you'll still enjoy the chilling ride that leads up to it.","[staff-picks, mysteries-and-thrillers, the-dark-side]",150112692X,9781501126925
Caron Levis and Charles Santoso,"Ida, Always","Ida and Gus are true New Yorkers. They love the pulse of the city. These two best friends — did I mention they are polar bears? — live side by side in the Central Park Zoo. Gus has always had Ida. Always. Then Ida gets sick, and she and Gus realize she won't have much time left. ""Wherever I go,"" Ida tells him, ""I bet I'll always smell your fishy breath!"" Gus wants to smile, but isn't sure if it's OK until he sees that Ida is laughing. This sweet, sad story of friendship, love and memory will help kids learn that life comes along with both joy and pain. (And I dare grown-ups to try to get through it with dry eyes!) (For ages 4 to 8)","[staff-picks, kids-books, the-dark-side]",1481426400,9781481426404
Adam Haslett,Imagine Me Gone,"This stunning novel from author Adam Haslett tells the story of decades in the life of a family living in the shadow of depression and suicide. Told from rotating points of view, <em>Imagine Me Gone</em> is sometimes quite funny and often heartbreaking. Haslett's characters are fully formed and true to life, and he writes in a beautiful, distinct voice. It's not just one of the best novels of the year; it might be one of the best novels ever about living, and dying, with mental illness.","[family-matters, realistic-fiction, seriously-great-writing, the-dark-side]",0316261351,9780316261357
Adam Cohen,"Imbeciles: The Supreme Court, American Eugenics, And The Sterilization Of Carrie Buck","Though most Americans are familiar with Nazi Germany's horrific eugenics program, it's less well known that, in 1927, Oliver Wendell Holmes, a polymath and justice of the U.S. Supreme Court, championed forced sterilization as a way to ""protect"" the U.S. gene pool. In <em>Imbeciles,</em> author Adam Cohen details the landmark high court decision that led to the state mandated sterilization of up to 70,000 Americans. Connecting the dots from Charles Darwin, to faux science, to misguided immigration anxiety, Cohen recounts the compelling tale of Carrie Buck, the plaintiff in the court case, who was sterilized after the state of Virginia deemed her ""feebleminded."" The Nazis borrowed from the U.S. eugenics program, Cohen warns, and, to this day, <em>Buck v. Bell</em> has never been officially overturned.","[staff-picks, eye-opening-reads, for-history-lovers, nonfiction, science, the-dark-side]",1594204187,9781594204180
Dana Johnson,In The Not Quite Dark: Stories,"You don't have to have lived in Los Angeles to appreciate how author Dana Johnson shadows in the sun-bleached settings of Southern California. The USC English professor works in the spare, efficient — and compassionate — short story traditions of Raymond Carver and Edward P. Jones. From a mother trying to navigate her young daughter's interactions with LA's overwhelming homeless population, to a former stripper (and astronomy buff) whose boyfriend is pushing a threesome, Johnson delineates surprising, troublesome days in the lives of everyday Angelenos, mostly African-American.","[staff-picks, poetry, seriously-great-writing]",1619027321,9781619027329
Dana Spiotta,Innocents And Others,"Dana Spiotta's fearless, ambitious new novel explores our ongoing obsession with fame and technological change. Meadow Mori and Carrie Wexler are childhood friends raised on the fringes of Hollywood. Both become filmmakers — Meadow a documentarian and Carrie taking the more commercial route. Also central to the story is Jelly, a lonely, vulnerable woman with an unusual approach to phone sex who agrees to be the subject of one of Meadow's documentaries — a choice she comes to regret. Throughout this complicated and important book, Spiotta reminds us to wonder what's ""real"" and what's constructed by visible or invisible others.","[ladies-first, mysteries-and-thrillers]",150112272X,9781501122729
Lyndsay Faye,Jane Steele,"Remember Jane Eyre, that Victorian orphan whose sad story begins with a bullying cousin and a cruel headmaster? Now imagine an alternate version in which Jane fights back — like, really, murderously fights back. That's the premise of <em>Jane Steele,</em> which isn't so much a retelling of Charlotte Brontë's classic as a total reimagining of her main character. This Jane is a completely different woman, one who refuses to accept her lot in life or the limitations imposed on the women of her time. The resulting book is a dark, thrilling read, and while there is a romance thrown in, it comes with a contemporary twist.","[staff-picks, ladies-first, love-stories, mysteries-and-thrillers, the-dark-side]",0399169490,9780399169496
"Roxane Orgill, illustrated by Francis Vallejo",Jazz Day: The Making Of A Famous Photograph,"If jazz is audible poetry, then how fitting to find a poetry/fiction/nonfiction book about graphic designer Art Kane's 1958 pitch to <em>Esquire</em> magazine: What if he got all the living jazz legends together to pose for a single photograph? The story of who came (and who didn't) is an unlikely subject for a children's picture book. All the more impressive, then, that this Boston Globe-Horn Book Award winner is as visually stunning and fantastically written as it is. <em>Jazz Day</em> shows fabled musicians — like Duke Ellington and Dizzy Gillespie — laughing, sweating, goofing around and, most importantly, alive once more.  (For ages 9 to 12)","[for-music-lovers, kids-books, poetry]",0763669547,9780763669546
Alan Moore,Jerusalem,"Alan Moore (the groundbreaking, hairy, British genius behind <em>V for Vendetta</em> and <em>Watchmen</em>) spent 10 years pecking away at this Really Big Book — a nearly 1,300-page masterpiece of ambition and focus in which the only character that really matters is the place where it's set: a half-mile-square patch of working-class Northampton, England, known as the Boroughs. Sure, other characters show up. There are angels and prostitutes, James Joyce and Oliver Cromwell, the plain and the famous. But they are all temporary. The Boroughs is eternal. And Moore chronicles it all in a novel that is insane in the best possible way; which reads in its best moments like a bedtime story for the overeducated and verbose, and in its worst like a wild, boundless experiment in the extremes of modern storytelling.","[historical-fiction, rather-long, realistic-fiction, science-fiction-and-fantasy, seriously-great-writing]",1631491342,9781631491344
Jill Lepore,Joe Gould's Teeth,"Joe Gould, an eccentric Greenwich Village fixture who claimed for decades to be writing a monumental ""Oral History of Our Time,"" achieved immortality through Joseph Mitchell's beloved <em>New Yorker</em> profiles, ""<a href=""http://www.newyorker.com/magazine/1942/12/12/professor-sea-gull "" target=""_blank"" >Professor Sea Gull</a>"" and ""<a href=""http://www.newyorker.com/magazine/1964/09/26/joe-goulds-secret-2"" target=""_blank"" > Joe Gould's Secret</a>."" More than half a century after Gould's death, Jill Lepore, a Harvard history professor and <em>New Yorker</em> writer, questions Mitchell's fact-finding and addresses trenchant issues about race, mental illness and journalistic versus historical standards in this breezy, compulsively readable inquiry. The result, more than just a footnote to a beloved literary landmark, has bite.","[biography-and-memoir, book-club-ideas, eye-opening-reads, for-history-lovers, nonfiction]",1101947586,9781101947586
James McBride,Kill 'Em And Leave: Searching For James Brown And The American Soul,"<em>Kill 'Em and Leave</em> tells James Brown's story through quiet scenes and colorful, real-life characters who knew Brown in and outside the frenzy of his 1960s stage shows. It's part documentary and part meditation on Brown's legacy: his highly cultivated (and successful) attempts to remain a mystery, his wily fights with the IRS and, oh yeah, that race thing that shaped him into an American original. This is no uplifting showbiz fairytale; it's too funky, too haunting for that.","[biography-and-memoir, eye-opening-reads, for-history-lovers, for-music-lovers, identity-and-culture, nonfiction, seriously-great-writing]",0812993500,9780812993509
Goldy Moldavsky,Kill The Boy Band,"What would happen if One Direction met the Heathers? In <em>Kill the Boy Band,</em> a group of teenage girls accidentally kidnaps Rupert P., the ""worst"" member of their favorite boy band, the Ruperts. This pitch-black comedy reads like a well-plotted thriller. The whip-smart musings about the relationship between insecure teenagers and their pop star loves melted my Backstreet Boy-loving heart. I wish I could go back in time and give this book to my 13-year-old self.","[staff-picks, for-music-lovers, funny-stuff, ladies-first, realistic-fiction, the-dark-side]",0545867479,9780545867474
Kate Beaton,King Baby,"For anyone who's had the honor of being in the presence of a baby, this charming book captures the tiny tyrant nature that quickly becomes apparent. King Baby's expressions, his entitlement and his condescension to his subjects are amusing to adults and children alike — and both may see behavior that feels just a tiny bit familiar. Most important, <em>King Baby</em> holds up over multiple, <em>multiple</em> readings, the true test of a children's book. And, of course, it's primed for a sequel, since who shows up at the end (spoiler alert)? <em>Queen</em> Baby. (For ages 4 to 8)","[staff-picks, comics-and-graphic-novels, family-matters, funny-stuff, kids-books]",0545637546,9780545637541
John Jodzio,Knockout: Stories,"The characters in this sometimes dark, sometimes hilarious short story collection include a young man who lets himself be talked into stealing a tiger and selling it for meth, and a guy who moves into a duplex and discovers, too late, that his new roommate is a sadistic kidnapper. John Jodzio writes about junkies, criminals, dealers and liars, but he treats them all with compassion and humanity. He writes with emotional honesty about the people on the very edge of society, and the result is, well, a knockout.","[funny-stuff, poetry, the-dark-side]",1593766351,9781593766351
Gloria Norris,KooKooLand,"Gloria Norris' memoir <em>Kookooland</em> describes the violent projects of Manchester, N.H., with its race tracks and drive-ins, con men, rat hunts at the dump, and the river that ""sliced through Manchester like a wet, oily knife."" Violence is omnipresent in her own family and those around her. As in a tyranny, in an abusive family you either find small ways to dissent or you rebel and perish, or you decide to survive at all costs. Norris exactly captures the chilly calculus of abuse: What it would cost her to disagree out loud? But what it would cost her to stay silent?","[biography-and-memoir, family-matters, nonfiction, seriously-great-writing, the-dark-side]",1941393608,9781941393604
Hope Jahren,Lab Girl,"Part memoir and part meditation on the natural world, this book is probably my favorite of the year — quite a statement from this fiction-obsessed reader. The writing is as lovely as the world around us, a world that author and  geobiologist Hope Jahren is trying to get us to <em>really</em> see. You will be moved by the ""lives"" of the plants and trees she describes, as well as by Jahren's own difficult journey as a woman in science.","[staff-picks, biography-and-memoir, book-club-ideas, eye-opening-reads, its-all-geek-to-me, ladies-first, nonfiction, science]",1101874937,9781101874936
Zoraida Córdova,Labyrinth Lost,"These days it's hard to toss a broomstick without hitting a book about teen witches, but in <em>Labyrinth Lost,</em> Zoraida Córdova gives us a twist on an old story  by populating her mythos with elements inspired by Latin American culture and folklore. Alex was born a bruja, connected to the spirits by a bond that goes back generations. When she tries to rid herself of magic, she accidentally banishes her entire family to the spirit world. In order to save them, she must come to terms with the power she has always feared — and brave creatures she thought were nothing more than myth.","[family-matters, identity-and-culture, ladies-first, science-fiction-and-fantasy, young-adult]",1492620947,9781492620945
Daniel Nadler,Lacunae: 100 Imagined Ancient Love Poems,"Take this as perhaps the most soothing manuscript of the past year. Daniel Nadler — Janus-headed tech firm CEO — debuts a collection made up of poems that feel less like lyrics than incantations for a trance-like state.

Throughout these ultra-short 100 (much of the poetry is fewer than six lines long), Nadler's ambient noodling is rooted in an arch sense of being-in-the-world, of floating ahistorically, free of the allusions and symbolisms made and exchanged over time. The result is a dream-inducing exercise in imagism that Ezra Pound would be impressed by.","[staff-picks, poetry]",0374182698,9780374182694
Robert Macfarlane,Landmarks,"Noted naturalist writer Robert Macfarlane goes home again in <em>Landmarks,</em> an autumnal rumination on language, place and life. It's probably strange to say a book is written gently, but it suits; the language carries with it the weight of the years Macfarlane has been seeking himself in the land, without losing the little thrill of immediacy at seeing a bird in flight. It's a meandering and philosophical memoir — less about him than about his most beloved geographies, and the writers who gave him the map to discover and rediscover them — and it's a walk you'll want to go on.","[biography-and-memoir, book-club-ideas, nonfiction, science, seriously-great-writing]",0241967872,9780241967874
Vera Brosgol,Leave Me Alone!,"Parents and older siblings alike will identify immediately with this folktale-esque story about the trials of a grandmother who just wants a little time to herself to knit. The interruptions, however, rapidly become loopier and loopier. Whether it's overeager children, peckish mountain goats or curious moon men, the old woman's rapidly disintegrating patience is matched only by author Vera Brosgol's hilarious art. This book reads aloud beautifully to large groups, and should have them rolling in the aisles. Funny is hard; Brosgol makes it look easy. (For ages 4 to 6)","[funny-stuff, kids-books]",1626724415,9781626724419
"Minh Lê, illustrated by Isabel Roxas",Let Me Finish,"Such a fun romp! A boy with big glasses is trying his best to find a quiet spot to read, but no luck! Creatures of all sorts keep interrupting to tell him why his book is so great. As you race to the end trying to avoid spoilers, the book in his hands becomes the book in your hands. I can't wait to see what's next from first-time author Minh Lê! (For ages 4 to 7)","[staff-picks, funny-stuff, kids-books]",148472173X,9781484721735
